更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-07-01,学校法人コミュニケーションアート,学習塾・予備校・専門学校,11,■滋慶学園グループ：全国に多数の専門学校を所有するほか、株式会社滋慶や医療法人、社会福祉法人、NPO法人などのグループ企業・法人を傘下に収める国内最大級の学校法人グループ。,大阪府大阪市西区新町1-18-22,,,3539,,,http://www.jikeigroup.net/outline/list/index.html,
2024-06-01,学校法人吉住学園,その他・各種スクール,4,■事業内容： 奈良県の幼稚園・認定こども園の運営を行っております。■運営学園運営している学園は8か所です。◎天理認定こども園カレス学園◎天理認定こども園前栽学園◎桜井認定こども園三輪学園◎奈良認定こども園学園前学園◎奈良認定こども園あやめ池学園◎奈良認定こども園富雄学園◎カレス幼稚園（カレス学園に併設）◎大三輪幼稚園（三輪学園に併設）,奈良県天理市楢町543-1,1949,,215,,,http://www.yoshizumi-gakuen.ac.jp/caress_youchien/,
2024-07-01,株式会社佐々テニス企画,その他・各種スクール,2,■事業内容：（1）商業テニス事業経営・企画コンサルティング業務（2）テニススクール受託運営業務（3）テニスショップ販売業務（4）テニストーナメント・テニスイベント運営業務,愛知県名古屋市名東区勢子坊3-1311,1989,,70,10百万円,,http://www.tennis-navi.co.jp/about/company.html,
2024-08-01,学校法人薫育学園,学習塾・予備校・専門学校,1,■事業内容： 歯科衛生士養成所 専門学校■会社の特長：歯科衛生士国家試験受験資格を取得させる3年課程の学校,愛知県名古屋市天白区平針3-1601,1975,,,,,https://www.ngo-dental.ac.jp/,
2024-06-01,学校法人２１世紀アカデメイア,学習塾・予備校・専門学校,1,■事業内容：各学校の運営（2024年4月に校名変更）・名古屋…名古屋デザイナー・アカデミー、名古屋ビジュアルアーツ・アカデミー、名古屋ビジネス・アカデミー、名古屋ホスピタリティ・アカデミー・大阪…大阪デザイナー・アカデミー、大阪ビジュアルアーツ・アカデミー、大阪ビジネス・アカデミー、大阪ホスピタリティ・アカデミー・福岡…福岡デザイナー・アカデミー、福岡ビジュアルアーツ、福岡ビジネス・アカデミー、福岡ホスピタリティ・アカデミー・東京…東京デザイナー・アカデミー、東京ビジュアルアーツ・アカデミー、東京クールジャパン・アカデミー、東京ホスピタリティ・アカデミー、東京ビジネス・アカデミー,東京都千代田区神田駿河台2-11,1967,,393,"209,284百万円",40.0,http://www.tokyo-senmon.jp/,
2024-08-01,株式会社ティエラコム,その他・各種スクール,17,■事業内容：受験学習指導、合宿教育、語学教育、国際交流、留学、環境教育、教育旅行、宿泊・研修施設運営、ASPなどの総合教育サービス 等,兵庫県神戸市中央区東川崎町1-3-3神戸ハーバーランドセンタービル19F,1976,,270,50百万円,42.5,http://www.j-tierra.com/,
2024-07-01,株式会社ケーイーシー,学習塾・予備校・専門学校,6,■事業概要○KEC/KEC志学館ゼミナール…小中生向け集団指導塾、○KEC/KEC志学館個別…小中高生向けの個別指導塾、○東進衛星予備校…東進衛星予備校の運営、〇玉井式国語的算数教室…低学年向け才能開発教室、〇KECこども英語教室…小学生向けオールイングリッシュ英語教室、〇やまと西大寺KEC保育園…0～5歳までの幼児保育、○プロクラ…小学生向けのプログラミング教室○KECMiriz…プロクラ、オンライン英会話の法人営業・コンサル、自社商品を開発するシステム開発部,奈良県生駒市山崎新町2-37エミネンス生駒2F,1982,,240,20百万円,34.5,https://www.kec.gr.jp/,
2024-07-01,株式会社創造学園,学習塾・予備校・専門学校,2,■事業概要：創造学園／エディック：64校1．兵庫県下トップクラスのスケールを誇る学習塾です。創造学園は今年で創立55周年を迎えました。県内学区上位高校への合格率においてもトップクラスの実績があります。私立中学受験でも第1志望合格率85％を超える実績で、塾としての実力、ブランド価値は抜群です。 2．実力本位の評価制度により、20代で教室責任者や本部管理職への昇進も可能です教育業界経験者・未経験者を問わず、あなたがこれまでに得た知識や能力を総合的に判断して待遇を決定します。,兵庫県神戸市中央区下山手通4-2-7創造学園本部ビル,1966,,1234,10百万円,37.0,https://www.sozogakuen.co.jp/,
2024-08-01,ブレーンバンク株式会社（四谷学院）,学習塾・予備校・専門学校,1,予備校および個別指導塾の運営、教材の出版・販売、その他サービス,東京都新宿区四谷1-10 四谷学院ビル,1974,代表取締役 植野 治彦,800,1000万円,32.4,https://www.brain-bank.co.jp/,
2024-07-01,株式会社大阪進研,その他・各種スクール,1,■事業内容：模擬試験・書籍の販売 入試情報の提供■正確な学力判定と豊富な入試データによる志望校診断で 貴塾の学習・進学指導を強力にバックアップします・安定した母集団と偏差値評価・きめ細やかな学力分析資料・豊富な進学情報・十分に検討された出題内容・志望校診断の客観性と信頼性・美しく見やすい帳票,大阪府大阪市天王寺区清水谷町20-9,1976,,43,1百万円,40.0,http://www.o-shinken.co.jp/corporate/,
2024-08-01,トフルゼミナール／テイエス企画株式会社,学習塾・予備校・専門学校,2,・英米留学専門予備校「トフルゼミナール留学センター」の運営・大学受験予備校「トフルゼミナール」の運営・eスクール「テイエスオンライン」の運営・トフルゼミナール英語教育研究所の運営・出版業・翻訳および企業内外国語研修・テイエストラベルの運営…ほか、留学支援事業、英語教育事業、予備校事業に関連する付帯業務全般,【本社】東京都新宿区高田馬場1-30-5,1987,代表取締役 平塚 克己,80,2億4615万円,,https://tofl.jp/company/,
2024-06-01,株式会社学研エル・スタッフィング,学習塾・予備校・専門学校,1,■事業内容：・家庭教師の紹介、ならびに顧客と家庭教師の管理業務・学校法人広報コンサルティング業務、通信制サポート校運営、インターネットによる学習指導・学習塾を中心とした人材斡旋事業／選考支援事業／人材派遣事業・インターネットメディア事業／求人メディア事業／Webコンサルティング事業・自立型学習塾G-PAPILSのフランチャイズ事業,東京都豊島区高田3-14-29KDX高田馬場ビル 3F,1983,,57,35百万円,,https://www.gakken-lstaffing.jp/,
2024-06-01,岡村ゼミナール株式会社,学習塾・予備校・専門学校,1,"岡村ゼミナールは、兵庫県姫路市・福崎町・赤穂市・相生市・たつの市・太子町・加西市・西脇市・加東市・小野市・高砂市に小中高校生を対象に30教室を展開する、播州大手の総合学習塾です。幼児教育から大学受験まで手がけており、生徒数はグループ全体で4,000名。小学1年から高校3年までのクラス授業と個別指導、また家庭教師のコースを持ち、生徒一人ひとりにしっかりと目を向ける「面倒見の良い」指導を行っています。",兵庫県姫路市北八代1-7-2,1982,,91,20百万円,43.0,http://www.oksemi.co.jp,
2024-08-01,株式会社ジェイ教育システムズ,学習塾・予備校・専門学校,2,■事業内容：・学習塾「ジェイ教育セミナー」の経営 ・公開模擬学力試験の実施 ・教育に関する情報提供サービス ・通信教育事業 ・実感教育【自然体験・農業体験・勉強合宿・プログラミング授業の実施】,兵庫県姫路市東延末1-1住友生命姫路南ビル6F,1996,,172,36百万円,46.0,http://www.js-educe.co.jp/,
2024-07-01,ノアインドアステージ株式会社,その他・各種スクール,2,■事業内容概要：(1)テニススクール運営事業(2)テニスイベント運営事業,兵庫県姫路市東山524,1980,,969,50百万円,31.1,http://corp.noahis.com/,
2024-06-01,株式会社レインボー,その他・各種スクール,1,■事業内容： 自動車学校、ホテル事業（合宿免許）■企業理念：1961年（昭和36年）3月、本格的な車社会の到来を予測し、安全で快適な車社会実現のため、高い安全意識を持った自動車運転者の養成を目的として、自動車教習所として誕生しました。,愛知県岡崎市上地3-40-6,1961,,113,43百万円,,http://ra-in-bow.com/,
2024-07-01,株式会社テック予備校,学習塾・予備校・専門学校,2,■事業内容：徳島県で30年以上の歴史がある大学受験予備校です。対象は高卒生及び社会人、そして現役の中学1～3年から高校1～3年生で大学進学意欲の高い若者達です。一斉、個別、そして映像授業をフル活用した受験指導を行っています。,徳島県徳島市南昭和町1-6-9TECビル,1985,,61,10百万円,40.0,http://tec-yobiko.co.jp/,
2024-07-01,株式会社興学社　興学社高等学院,学習塾・予備校・専門学校,1,放課後等デイサービス・児童発達支援サービス、幼稚園、保育園、学習塾、英会話スクールなどの運営,本社／神奈川県川崎市麻生区万福寺1丁目1番1号 新百合ヶ丘シティビルディング5F,1984,代表取締役社長 池田 晃,1000,"3,600万円",,https://highschool.kohgakusha.com/,
2024-08-01,株式会社 総合資格,学習塾・予備校・専門学校,32,■事業概要:「一級・二級建築士」「施工管理技士」「宅建士」などの建設・不動産分野を中心とした資格取得支援予備校「総合資格学院」を運営しています。,東京都新宿区西新宿1-26-2新宿野村ビル22Ｆ,1987,,558,100百万円,38.5,https://www.shikaku.co.jp/,
2024-08-01,有限会社富岡自動車学校,その他・各種スクール,1,■事業内容： 当校は 徳島県公安委員会指定の自動車教習所です。● 運転の責任を教えます ● 生命の大切さを教えます● 運転の楽しさを教えます ● 地域の安全に貢献します以上を教習指針として、初心運転者育成の他に地域の交通安全教育センターの役割を担っています。 道路交通の発達は、私達のくらしや仕事の上で大変便利になり、車なくしては成り立たない時代となりました。 しかし反面、車社会の変化に対応できなく、そのため交通事故の多発現象などが大きな社会問題となっています。,徳島県阿南市西路見町姥1-1,1961,,20,10百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社ＭＡＸＩＳエデュケーション,学習塾・予備校・専門学校,3,■事業概要：同社は東証一部上場企業である、㈱明光ネットワークジャパンのグループ企業として約 100 教室の学習塾を運営しています。中でも、「個別指導の明光義塾」は、明光義塾フランチャイズ加盟企業約 400 社の中で、生徒数・教室数・売上高 No.1 のトップフランチャイジーの確固たるポジションを築いています。安定した経営基盤とベンチャー精神を持ち合わせ、新ブランド塾や新規事業など、常に一歩進んだ教育サービスの提供にチャレンジし続けています。,東京都新宿区西新宿7-20-1住友不動産西新宿ビル30F,1993,,155,30百万円,34.0,http://www.maxis.ne.jp,
2024-07-01,株式会社エスティらいふホールディングス,その他・各種スクール,3,【ゴルフ】http://www.kamezakistgolf.com/ 【フィットネス】https://estyfitness.com/■事業内容：・ゴルフ練習場、ゴルフ用品の販売・フランチャイズ事業・フィットネスクラブ運営,愛知県半田市州の崎町2-36,1975,,31,30百万円,,なし,
2024-07-01,株式会社ネットラーニング,その他・各種スクール,3,■概要：企業/大学/公的機関向けの人材教育/研修/講義のeラーニングサービスを、コンテンツ制作から運営まで自社プラットフォームにて提供。,東京都新宿区西新宿7-2-4新宿喜楓ビル3F,1998,,210,100百万円,37.0,http://www.netlearning.co.jp/,
2024-08-01,株式会社学究社,学習塾・予備校・専門学校,7,■概要：中学・高校・大学への受験指導を行う進学塾「ena」を運営しています。■詳細：（1）ena小学部・中学部・高校部（切磋琢磨し合える集団授業）（2）ena個別（完全個別指導）（3）ena看護（看護・医療系受験指導）（4）ena美術（芸大・美大受験指導）,東京都渋谷区代々木1-12-8,1976,,2353,"1,216百万円",39.0,http://www.gakkyusha.com/,プライム市場
2024-06-01,学校法人尚美学園,その他・各種スクール,3,■事業内容：尚美学園は1926年創業の歴史を持つ音楽及び音楽関連事業の専門家を養成する学校法人で、専門学校を文京区に、大学を川越市に運営し、多くの人材を社会に送り、企業より高い評価を受けています。■事業詳細：当園は尚美学園大学、尚美学園大学大学院、尚美ミュージックカレッジ専門学校を運営しています。◆尚美学園大学…「芸術と科学の融合」というコンセプトのもと、芸術情報学部に音楽表現学科、音楽応用学科、舞台表現学科及び情報表現学科、総合政策学部に総合政策学科、スポーツマネジメント学部にスポーツマネジメント学科からなる3学部、6学科により様々な分野で活躍できる人材育成を行っています。,東京都文京区本郷4-15-9,1926,,257,,,http://www.shobigakuen.ac.jp/,
2024-08-01,学校法人天王寺学館,学習塾・予備校・専門学校,1,■事業内容：（1）天王寺学館高等学校在宅学習（月1～2回登校）～全日5日登校まで、豊かな選択肢を持つコース配置がされています。（2）関西外語専門学校4年制語学専門学校であり、卒業時には、「高度専門士」資格を文科省が付与されます。（3）関西外語専門学校 日本語学科総合的な日本語力を身につける「長期課程」と短期間で日本語のスキルアップを図る「短期課程」を行っています。（4）関西インターナショナルハイスクール全日制3年課程、国際教養学科。大阪府認可校／文部科学省大学入学資格認定校。科学技術学園高校との併修で高校卒業資格も取得できます。,大阪府大阪市 阿倍野区松崎町2-9-36,1955,,241,,,http://www.tg-group.ac.jp/,
2024-08-01,株式会社浜学園,その他・各種スクール,22,■事業内容：幼児・小中学生を対象とする学習塾の運営およびテスト・教材の販売■浜学園の特徴：浜学園は1959年の春、「英語・数学塾」という名称で創設以来、子どもたちの教育に携わってきました。これまでに蓄積した独自の指導ノウハウを活かし、日々、よりよい授業を提供することが同社の使命であると考えます。浜学園は一人ひとりの能力を最大限に伸ばすことを主眼に置いています。そして、志望校合格という夢を実現してもらうために、塾生や保護者の方々をサポートする様々な仕組みを実践しています。,兵庫県西宮市甲風園1-5-24アーク西宮北口ビル6F,1959,,492,550百万円,,http://www.hamagakuen.co.jp/,
2024-05-01,学校法人甲子園学院,その他・各種スクール,1,■事業内容：学校の運営■事業の特徴：同学院は、1941年4月の創設以来、70年以上の歴史を刻みながら、今や幼・小・中・高・短大・大学・大学院を擁する総合学園となり、豊かな教養と品性を兼備した人材を育成することを教育方針としています。特に、しつけ教育、人間教育を重視し、校祖の遺した建学の精神である「黽勉努力・和衷協同・至誠一貫」の校訓三綱領を柱として、人格の陶冶に努めています。さらに、園児・児童・生徒・学生各々の才能をみいだし、個性の伸長と能力の開発に万全を期しています。以上の教育方針に基づき、各校園においてさまざまな事業に取り組んできます。,兵庫県西宮市瓦林町4-25,1941,,200,,,http://www.koshien.ac.jp/honbu/,
2024-08-01,学校法人三幸学園,その他・各種スクール,30,■事業内容：以下の分野における専門的な職業人の育成校を運営しています。（1）医療・保育系（2）スポーツ系（3）美容・ブライダル系（4）ＡＩ系（5）調理・製菓系,東京都文京区本郷3-23-16,1985,,4695,"83,170百万円",,http://www.sanko.ac.jp/,
2024-05-01,株式会社池田学園進学ゼミ,学習塾・予備校・専門学校,1,当社は、幼児～高3を対象とした学習塾の運営を行う会社です。900名ほどの生徒が現在、在籍しており、地域でもトップクラスの規模を誇っております。 ■事業概要：・個別指導Courage（小学部・中学部・高校部）・クラス指導（小学部・中学部）・子ども英語（イケダ.イングリッシュ.クラブ）・そろばん（イケダそろばんクラブ）■指導科目：・小学部：国語・算数（5、6年生は社会・理科・英語も選択可）・中学部：国語・数学・社会・理科・英語・高校部：国語・数学・社会・理科・英語（各高校のカリキュラムに合わせて指導します。）,愛知県刈谷市泉田町神戸5-1,1977,,77,10百万円,,https://www.ikedagakuen.co.jp/,
2024-07-01,十亀林商有限会社,その他・各種スクール,1,■事業内容:・児童から成人までの水泳指導を行う。才能ある児童を発掘し選手として育てる。・又、水泳を通じ地域スポーツの振興と健全な児童の育成・成人の健康管理に努める。■会社の特長:・ミュンヘンオリンピック金メダリストの田口信教氏の指導による地元で唯一のスイミングクラブである。・室内温水プールで施設には十分配慮、快適な環境を設けている。,愛媛県西条市喜多川八丁784-1,1973,,10,25百万円,,http://www.saijo-swimming-club.com/,
2024-08-01,株式会社朝日教育社,その他・各種スクール,1,■事業内容：学習塾・私学・予備校専用教育図書教材の制作・販売,大阪府大阪市淀川区宮原2-14-4MF新大阪ビル5F,1990,,18,10百万円,,"Failed to retrieve page, status code: 410",
2024-07-01,株式会社類設計室,学習塾・予備校・専門学校,13,■応募者へのメッセージ2022年、私たちは創立50周年を迎えます。1972年に20代半ばのメンバーで建築設計事務所を立ち上げ、全員経営・自主管理を理念に、1人1人が組織を自らのものとして創り上げてきました。1975年には人を育てる教育、1999年には食と農を守る農業など、次々と新たな事業へ挑戦し、業態の枠を超えて拡大し続けています。,大阪府大阪市淀川区西中島4-3-2類ビル,1972,,371,99百万円,,https://www.rui.ne.jp/,
2024-05-01,株式会社希学園,学習塾・予備校・専門学校,1,■進学教室■個別指導,兵庫県西宮市高松町11-9 希ビルディング,1992,代表取締役社長 黒田 耕平,130,1000万円,,http://www.nozomigakuen.co.jp/,
2024-07-01,株式会社栗原建設,学習塾・予備校・専門学校,3,■企業について：弊社は、1966年に栗原石工として丹沢山麓を背に秦野市にて創業しました。公共工事を主体に、市内はもとより近隣地域の建設工事に携わり、お客様の満足度に視点を落とし【安く、綺麗に、正確に】すべての建設現場で実践してまいりました。５０年以上の業歴で培ったスキルとノウハウを生かして、丁寧かつ高品質にワンストップでのお客様へのご対応を提供しております。現在は【建設事業部】と【FC事業部】の二つの事業部で会社構成されています。■事業内容： ・土木工事（公共工事・民間工事）・外構工事・造園工事・各種FC事業,神奈川県秦野市蓑毛197-1,1979,,40,300百万円,55.0,https://www.kurihara-kensetsu.com,
2024-08-01,株式会社ザ・ビッグスポーツ,その他・各種スクール,1,■会員制総合フィットネスクラブの運営■スイミングスクール、体育スクール等のジュニアスクールの運営■公共体育スポーツ施設の受託■学習塾の運営■フィットネス器具、用品の販売事業,大阪府大阪市北区堂島浜1-4-16 アクア堂島西館13F,1975,代表取締役 藤原 達治郎,300,"5,000万円",35.0,https://www.big-s.info/,
2024-06-01,学校法人山口学園,その他・各種スクール,1,■事業内容：同学園はECCグループの提携法人であり、「ECC国際外語専門学校」、「ECCコンピュータ専門学校」、「ECCアーティスト美容専門学校」の3校を運営しています。全ての学校が大阪市北区中崎町に立地し、単位互換制度やイベントの合同開催などスケールメリットを活かした学校運営を実現しています。,大阪府大阪市北区中崎西2-3-35,1983,,285,,35.0,http://www.ecc.ac.jp/,
2024-08-01,岩井観光開発株式会社,その他・各種スクール,1,■谷山中央自動車学校について【楽しく学べる環境】しっかりと学んでいただくだけではなく、リラックスした状態で楽しく授業を受けて頂きます。指導員・スタッフともに厳しいマナー講習を受け、お客様と楽しく親しくもしっかりとマナーを守った教習を行います。【サービスについて】お客様が安心して受講していただくために、様々なサービスをそろえております。お客様のニーズに合わせて、ご利用可能です。例：送迎バス（完全無料）、託児室、充実の大型教習、学科学習システムなど,鹿児島県鹿児島市上福元町6825-1,1969,,85,50百万円,,http://taniyama-ds.co.jp/,
2024-07-01,株式会社日米英語学院,学習塾・予備校・専門学校,1,■事業内容： ・英会話スクールの運営一般英会話、ビジネス英語の教授とＴＯＥＩＣテスト、ＴＯＥＦＬテスト、英検、ＩＥＬＴＳ などの資格取得のための講座の運営・企業団体向け語学研修事業■当社の特徴：日米英語学院は、関東に4 校 関西に6 校のスクールがあり、どのスクールも主要駅から徒歩5 分の立地にあります。 また全校土日もオープンし、忙しい方でも学習を続けやすい環境を整えている英語学校です。,大阪府大阪市北区梅田1-1-3-2900,1981,,150,20百万円,,https://www.nichibeieigo.jp/,
2024-08-01,株式会社ECC,学習塾・予備校・専門学校,2,■事業内容：総合教育・生涯学習機関として、語学スクールの運営・語学研修の提供など、様々な教育活動を展開（2021年5月31日現在）,大阪府大阪市北区東天満1-10-20ECC本社ビル,1975,,4950,45百万円,,https://www.ecc.co.jp/,
2024-06-01,株式会社ヒューマン・ブレーン,学習塾・予備校・専門学校,9,【～可能性を広げる場～たくさんの生徒さんと悩み、時には励まし、時には元気をもらいながら生徒さんと共に無限の可能性を追求していくこと。これが我々の理念であり信念です】■事業内容： 受験専門塾・進学予備校・個別指導専門塾・英会話スクールの経営をしています。対象となる学生は小学生、中学生、高校生と幅広くの学生に学習指導をしています。各校舎ごとにその地域に合わせた指導内容やスピード、授業時間などを決めていて地域に密着した校舎づくりを行っています。そのため、口コミで生徒が増えていくことが多いことが同社の特徴です。,大阪府大阪市北区梅田1-2-2大阪駅前第2ビル10階,1986,,1550,20百万円,,http://www.humanbrain.co.jp/,
2024-08-01,株式会社日本教育協会,学習塾・予備校・専門学校,33,■事業内容：小学1年生から高校3年生までを対象とした個別指導学習塾「代々木個別指導学院」を運営しています。現在は、東京都内、神奈川県、埼玉県において、72教室を運営しています。今後は、千葉県など首都圏全域に拡大を予定し、首都圏に200教室開校という目標を達成していきたいと考えています。■企業理念：企業理念は「すべての人のお役に立つ」。同社では、生徒・保護者のみならず、社員が満足できる会社であり続けるための努力は惜しみません。「やりがい、生きがい、暮らしがい」を感じられるよう、社員満足にこだわっています。,東京都新宿区市谷本村町3-28新日本市ヶ谷ビル8F,1989,,112,10百万円,31.0,https://www.nkk-group.com/,
2024-08-01,株式会社ウィルウェイ,学習塾・予備校・専門学校,10,"■事業内容：◎小学生・中学生・高校生を対象とする学習塾 ◎個々のペースで学習できる個別学習教室◎3歳～5歳を対象とする幼児教室 ◎教材開発・公開テスト等の教育活動、等「馬渕教室」という塾名で1973年にオープンして以来、中学、高校、そして大学受験の教育において近畿圏で圧倒的な地位を獲得しています。特に高校受験に強みを持ち、当初200名程度だった生徒数も今では56,800（2022年）となっています。全ての教室を合わせると200校以上となり、社会やニーズの変化に合った様々な学びの場を提供しています。",大阪府大阪市北区梅田1‐13‐1大阪梅田ツインタワーズサウス 29F,1973,,850,109百万円,,http://www.willway.ne.jp/,
2024-08-01,株式会社国際教育センター,学習塾・予備校・専門学校,5,■事業内容：全国で80校以上の専門学校などを運営する滋慶学園グループにおいて、主に音楽・ダンス・デザイン・マンガ・動物・映画・放送・製菓調理・医療・スポーツなどの分野を持つ、滋慶学園ＣＯＭグループ専門学校の運営サポートを行っています。ＣＯＭグループの各学校が滋慶学園のミッションである「職業人教育を通して社会に貢献する」の元、専門学校運営に専念できるように、あらゆるサポート業務を担当しています。,大阪府大阪市中央区島之内1-10-15,1990,,386,10百万円,33.0,http://www.jikeigroup.net/,
2024-07-01,学校法人文際学園,その他・各種スクール,4,■事業内容：日本外国語専門学校は、語学に関する唯一の国家試験であり超難関として知られる「通訳案内士」を養成する国内初の専門教育機関として1970 年に創立し、今日まで語学教育の伝統校として高度な専門教育を実践してきました。常に実社会に直結した教育を志しプロとして通用する語学能力の育成を行っています。さらに、国際教育のパイオニア校として、海外からの留学生の受け入れや日本から海外へ留学生を送り出しをしています。また、職業教育の専門校として、プロフェッショナルとして通用するホスピタリティー分野の教育でも業界を牽引する教育機関です。,大阪府大阪市中央区大手通2-3-10,1970,,90,,42.0,http://www.jcfl.ac.jp/,
2024-08-01,学校法人東京滋慶学園,学習塾・予備校・専門学校,3,"※この企業概要は滋慶学園グループのものであり、東京滋慶学園は滋慶学園グループの中の1法人です。■概要：主に専門学校を運営。医療・歯科・福祉・スポーツ・健康・バイオなど様々な分野で活躍する人材の育成を行っています。全国で79校を運営し、学生一人ひとりを大切にする学校を目指しています。進学希望者のキャリアビジョンを明確にすることをスタートとし、その実現に必要な専門知識・技術・人間性の教育を提供。結果、毎年就職率は100％近い実績があります。グループ全体で2,561名のスタッフ、約4,000名の非常勤講師が一丸となって「職業人教育を通じて社会に貢献する」というミッションの実現に取り組んでいます。",東京都大田区大森北1-18-2,1976,,2300,,,なし,
2024-07-01,学校法人東京ビジネス学園,学習塾・予備校・専門学校,1,外語専門学校,東京都目黒区自由が丘1-14-6,1984,代表取締役 吉岡 公珠,50,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010743894/: 'NoneType' object has no attribute 'get',
2024-07-01,有限会社豊中自動車教習所,その他・各種スクール,1,大阪府公安委員会指定 自動車運転教習所,大阪府豊中市玉井町4-2-5,1956,代表取締役 堀 義直,83,300万円,37.0,https://toyo-naka.jp/,
2024-06-01,株式会社京大進研インターナショナル,学習塾・予備校・専門学校,1,■事業内容： 同社は小学生、中学生を対象にした進学、学習塾で、現在大阪府枚方市、交野市、高槻市内に11教室を運営しています。学校の進捗に合わせたカリキュラムを提供するため、特定の中学校生徒の方だけに入塾していただくシステムをとっており、それぞれの地域に密着した教室として地元の信頼を得ています。,大阪府枚方市星丘1-10-2星丘ビル3F,1991,,18,"4,000百万円",33.0,http://1119.jp/,
2024-06-01,有限会社慶生学院,学習塾・予備校・専門学校,1,■地域密着型「慶生学院」の運営,大阪府枚方市東香里3-10-10,1982,代表取締役 西畑 淳一,,,,http://keiseihp.main.jp/,
2024-07-01,茨木産業開発株式会社,その他・各種スクール,1,■事業内容： 大阪府公安委員会指定自動車教習所の運営。,大阪府茨木市桑田町20-57,1959,,86,49百万円,48.0,http://itsdrive.co.jp/,
2024-08-01,株式会社日本入試センター,学習塾・予備校・専門学校,4,■各種教育サービス事業・SAPIX小学部・中学部、Y-SAPIX・個別指導PRIVATO・通信教育ピグマキッズくらぶ・学童保育PIGMA kids・幼児教育SAPIX kids・海外進学支援 Y-SAPIX Global Campus・帰国生支援 SAPIX国際教育センター・児童発達支援／放課後等デイサービス あそびや・VERTICE,東京都渋谷区代々木1-27-1 JEC本社ビル,1962,代表取締役社長 髙宮 英郎,1304,"1,000万円",38.2,https://www.sapientica.com/,
2024-08-01,学校法人大阪経済法律学園,その他・各種スクール,3,■事業内容：同法人は、「大阪経済法科大学」の運営を行っています。,大阪府八尾市楽音寺6-10,1971,,200,,48.9,http://www.keiho-u.ac.jp/,
2024-07-01,株式会社法学館,学習塾・予備校・専門学校,1,■事業内容：（1）伊藤塾・法律の資格試験および公務員試験における教育事業・司法試験・予備試験・法科大学院（ロースクール）・司法書士試験・行政書士試験・公務員試験（2）ベトナム料理「ハノイのホイさん」・ベトナム料理の飲食店の経営およびベトナム人留学生支援事業（3）国際事業・法科大学院進学支援／就職支援（4）桜丘国際日本語学校・進学・就職を見据えた日本語教育を行う日本語学校の運営（5）農業事業（農学館）・青森県六戸町での農業事業（6）みらい基地伊藤塾アフタースクール・小学校低学年を対象としたアフタースクール事業,東京都渋谷区桜丘町17-6,1995,,145,40百万円,45.0,"Failed to retrieve page, status code: 410",
2024-08-01,ブロードメディア株式会社,その他・各種スクール,4,■スタジオ・コンテンツ事業■放送事業■技術サービス事業■通信制高等学校事業■日本語教育事業,東京都港区赤坂8-4-14 青山タワープレイス6F,1996,代表取締役社長（CEO） 橋本 太郎,486,6億円,,https://www.broadmedia.co.jp/,スタンダード市場
2024-08-01,株式会社ＫＥＩアドバンス（河合塾グループ）,その他・各種スクール,20,■事業内容：出願受付代行事業／教育情報提供／広告宣伝および広告代理店事業／商品の販売および販売代行事業／マーケティング事業／スクール事業／前各事業に関する企画／コンサルティング業務※当社は「インターネット出願シェア日本一」を誇ります。(日経産業新聞 2014年4月7日),東京都千代田区麹町3-2ヒューリック麹町ビル6F,2000,,140,96百万円,,https://www.keiadvanced.jp/,
2024-07-01,株式会社ディー・エヌ・ケー,その他・各種スクール,2,■事業内容： 教育関連事業（通信制高校サポート校・高卒程度認定試験（旧大検）・大学受験） ■企業特徴：全日制高校とは全く異なり、自宅にて独学で学ぶのが通信制高校。その通信制で学ぶ高校生が途中で挫折することがないように、精神・学習・生活面から支え、友人作りの場も提供し、3年間で確実に「高卒資格」取得に導くのが通信制高校サポート校「中央高等学院」です。様々な形の通学ができることから人気が高まっています。「大学入試コース」では大学、専門学校への高い合格率を誇ります。 ■校舎：吉祥寺本校、池袋校（本館）、池袋校（新館）、渋谷原宿校、横浜校、千葉校、さいたま校、名古屋本校、,東京都武蔵野市吉祥寺本町2-21-8モミジビル3F,1978,,137,10百万円,,https://dnk-chuos.co.jp/,
2024-08-01,学校法人小山学園,学習塾・予備校・専門学校,3,■事業内容：専門学校4校、19学科を運営しています。・専門課程（東京都認可の工業専門課程を有する専修学校）…東京テクニカルカレッジ、東京工科自動車大学校（中野校、世田谷校、品川校）・社会人課程…キャリア開発研究所（テラハウスICA）,東京都中野区東中野4-2-3,1969,,118,,,https://www.ttc.ac.jp,
2024-06-01,学校法人佐々木学園,学習塾・予備校・専門学校,3,■当校について：・東京総合美容専門学校・東京グローバルビジネス専門学校60年以上の歴史を持つ佐々木学園のミッションを大事にしながら、学生一人ひとりに対する学生生活や就職活動を支援することで、高い就職率も誇れるようになりました。目指すのは、自ら考え、自ら動けて、チームで課題解決・目標達成ができ、人として魅力あふれる人材の育成です。そのために私たちは新しい情報や先進的で実践的な学習カリキュラムを提供しながら、仲間と一緒に学べる環境をつくり、学生一人ひとりの夢実現に向けてきめ細やかにサポートしています。面倒見の良さは、どこの学校にも負けません。,東京都豊島区南池袋2-8-7,1954,,39,,,https://www.tsbs.jp/,
