更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-07-01,シンフォニアエンジニアリング株式会社,設備管理・メンテナンス,10,■事業内容：・各種券売機の販売／据付／改造／保守／修理等・電気機械設備の試験／据付／試運転／保守点検／改修等・電気設備工事／機械器具設置工事／管工事／電気通信工事／消防施設工事の設計施工等,三重県伊勢市竹ケ鼻町99-96,1970,,390,100百万円,,http://www.sinfo-eng.co.jp/,
2024-08-01,株式会社ＩＨＩプラント,プラントメーカー・プラントエンジニアリング,8,■事業内容： プラントの設計、製造から据付、修理、サービスまでの一貫した運営体制を構築し、効率的な事業運営・人員配置を実現し、脱CO2・循環型社会に向けたお客さまのニーズに即した質の高いソリューションを提供しています。・IHIグループの中核を担う設計・製作・建設のエンジアリング会社・エンジニアリング・火力エネルギー・原子力エネルギー・貯蔵設備・産業機械・再生可能エネルギー、土木・建築・環境,東京都江東区豊洲3-1-1豊洲IHIビル,1969,,667,500百万円,,http://www.ipc-ihi.co.jp,
2024-07-01,岩井機械工業株式会社,プラントメーカー・プラントエンジニアリング,5,■事業内容：（1）食料品製造機械、医薬品製造機械ならびに化学品製造機械の設計、製造、販売、修理（2）食料品製造の機械、医薬品製造機械、ならびに化学品製造機械を主体とする設備全般設計、製造、調達、施工、販売、サービス,東京都大田区東糀谷3-17-10,1957,,411,511百万円,,http://www.iwai.co.jp/,
2024-08-01,コスモエンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,21,■事業内容： （1）石油・石油化学・工業ガスなどの各種プラントおよびそのシステムに関する設計、調達、施工管理（2）石油・石油化学の各種設備の検査・保全計画と整備（3）コンサルティングから設計・調達・建設・試運転、更にはメンテナンスまで、各種プラントに関する一連の業務すべてを担う総合エンジニアリング企業,東京都品川区東品川2-5-8天王洲パークサイドビル,1958,,367,390百万円,43.0,http://www.cosmoeng.co.jp/,
2024-08-01,三井金属エンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,72,◆事業概要：（1）エンジニアリング事業：プラント設備の計画、設計から調達、建設、試運転、アフターサービスまでの一貫したマネジメントのもと、より高度な顧客満足を追求しています。既設プラントの省エネルギー化、能力増強、合理化などのお客様の課題に、豊富な経験・実績を基に、お応えしています。（2）パイプ事業：数々の特殊工事で蓄積された豊富な知識と経験を以て、配管システムの開発から工事まで担う「総合提案力」で、街のライフラインを支えています。,東京都墨田区錦糸3-2-1アルカイースト13～15階,1964,,369,"1,085百万円",44.4,http://www.mesco.co.jp/,
2024-08-01,株式会社三技協,サブコン,22,三技協は1965年の創業以来、情報通信の最前線の現場において技術を磨いてきました。『The Optimization Company(R)』をスローガンに、ITテレコム分野でビジネスを展開する総合情報通信エンジニアリング企業です。また、2000年代からは革新の独自ビジネスプラットフォーム「サイバーマニュアル」を開発。社員一人ひとりが全社員の知識を共有できる「ナレッジシェア」を実現し、現代に求められる高度な無線エンジニアリングにも余裕を持って応えられる環境を整えました。情報通信は無限の可能性を秘めています。これからも未来を見据え、最善で最適な技術と、他にはない価値をお客様に提供いたします。,神奈川県横浜市都筑区池辺町字山王前4509,1965,,357,296百万円,43.4,http://www.sangikyo.co.jp,
2024-08-01,深田サルベージ建設株式会社,ゼネコン,9,■事業内容：（1）海難救助／サルベージ…日本沿岸はもとより世界水域での海難に迅速な救助対応をします。（2）鉄構工事事業…大型起重機船作業を中心に架橋・港湾荷役機械設置から溶接作業・配管工事まで総合的に施工しています。（3）海洋土木事業…沈埋トンネルや護岸築造、ケーソン製作や浚渫等、各種海洋土木工事に対応します。（4）輸送・曳航事業…デッキバージでの重量物輸送や特殊浮体構造物のウエット曳航を国内外で行います。（5）海洋開発事業…深海探査や海底地盤調査、大水深構造物の設置等、未開領域に挑んでいます。,大阪府大阪市港区築港4-1-1辰巳商会ビル,1949,,340,650百万円,41.2,http://www.fukasal.co.jp/,
2024-08-01,株式会社ムゲンエステート,ディベロッパー,9,■事業内容：中古不動産の再生を行う「不動産買取再販事業」を中心に「不動産賃貸事業」「不動産開発事業」「不動産特定共同事業」を展開しております。各事業の質を高めていくと同時に、相互連携を図ることで、お客さまの多様なニーズに対応してまいります。,東京都千代田区大手町1-9-7大手町フィナンシャルシティサウスタワー16F,1990,スタンダード市場,295,"2,552百万円",37.9,http://www.mugen-estate.co.jp,
2024-08-01,伊藤忠丸紅住商テクノスチール株式会社,住宅設備・建材,6,～業界最大手の鉄鋼建材専門商社／伊藤忠・丸紅・住商グループ～■概要1）建設用鋼材の取扱い・建築用資材：ビル、マンション、倉庫、橋梁等の骨格となる鉄鋼製品・土木用資材：高速道路・鉄道の橋脚、建物の基礎、上下水道やトンネルの施工部材、フェンス、ガードレールなどの土木建材・床版事業 ：建築物、建造物の床版工事（オリジナル商品）2）専門工事請負・鋼構造物工事・内外装工事等,東京都千代田区大手町1-6-1大手町ビル8F,1963,,400,"3,000百万円",,http://www.imsts.co.jp/,
2024-08-01,株式会社アールプランナー,住宅（ハウスメーカー）,35,◇PURPOSE：All Satisfactionー「住。」を通じですべての人に満足を提供するー◇■創業背景「自分が建てたいと思う家を作りたい」という想いを持った大手ハウスメーカー出身の会長と、「不動産仲介だけではつまらない」と感じていた大手不動産業界出身の社長。住宅と不動産に精通しているからこそ感じていたもどかしさを糧に「常識を覆す」という共通の想いのもとでタッグを組みました。注文住宅、分譲住宅、不動産売買、戸建賃貸、土地活用、リフォーム、エクステリアと、住宅に関わる全ての事業をワンストップで提供します。,愛知県名古屋市東区東桜1-13-3NHK名古屋放送センタービル10F,2003,グロース市場,366,397百万円,32.7,https://www.arrplanner.co.jp/,
2024-08-01,株式会社ミダックホールディングス,プラントメーカー・プラントエンジニアリング,7,■事業内容ミダックグループは廃棄物の収集運搬から最終処分までを一貫して手掛ける【総合廃棄物処理企業集団】です。本社を構える静岡県浜松市を中心に関東～関西エリアに商圏を展開、最も許可取得が難しいとされる最終処分場を3拠点保有し（内1つは2022年2月に新規開業、東海エリア最大級規模）、業界における売上高順位は全国トップクラスに位置しています。,静岡県浜松市中央区有玉南町2163,1952,プライム市場,65,90百万円,42.0,https://www.midac.jp/,
2024-08-01,住友林業レジデンシャル株式会社,不動産管理,4,■事業内容：・賃貸住宅関連事業：当社は賃貸住宅の運営・管理に伴うさまざまな業務から、大事な資産である物件の価値をより一層高めるためのリノベーションなどの事業を展開しております。,東京都新宿区新宿2-19-1ビッグス新宿ビル4F,1985,,360,150百万円,38.0,https://www.sumirin-residential.co.jp/,
2024-08-01,UDS株式会社,建築設計事務所,37,■株主：野村不動産ホールディングス株式会社■事業内容：UDS（Urban Design System）は、“まちづくり”をコンセプトに、ホテルや商業施設、オフィスや住宅等の企画・設計、空間デザインから運営までを一貫して手がけています。地域とそこに住まう人たちと、世界中でワクワクするまちづくりをすることがUDSの目指すところです。,東京都渋谷区代々木2-28-7,2009,,356,100百万円,34.0,http://www.uds-net.co.jp/,
2024-08-01,株式会社コトブキ,内装・インテリア・リフォーム,25,■企業概要：創業以来、複合施設や学校などオープンスペースを中心とした「快適な空間作り」をテーマとして、今の日本を創ったさまざまな出来事やイベントに付随した施設を創る、大事な役割を担ってきました。コトブキは成長・変革を続け、いまや公共空間におけるさまざまな事業を展開しています。■事業概要：公共施設／家具事業、都市景観事業、サイン事業、ならびにこれらの輸出入,東京都港区浜松町1-14-5,1916,,330,100百万円,43.6,"Failed to retrieve page, status code: 410",
2024-07-01,株式会社アズーム,不動産仲介,33,■事業内容：インターネットを活用した事業開発／インターネットメディア開発及び運用／駐車場の管理運営並びにその紹介業務／不動産の売買、仲介、管理並びに賃貸／これらに附帯する一切の業務,東京都渋谷区代々木2-1-1新宿マインズタワー19F,2009,グロース市場,198,466百万円,27.0,https://azoom.jp/,
2024-08-01,株式会社加藤建設,建設コンサルタント,19,明治45年創業以来、 社会の発展に貢献すべく、常に新技術の開発に積極的に取り組み、国土開発の一翼を担う数々の建設工事を手掛けてまいりました。中層地盤改良のパワーブレンダー工法、そして都市型地下構造物を構築するアーバンリング工法等の独自技術は、全国で数々の実績を築き、高い評価をいただいております。また、2009年より現場周辺の自然環境等に配慮した「エコミーティング」を推進し、自然と共生できる社会の実現に向けて技術に磨きをかけるとともに人材育成に力を入れています。,愛知県海部郡蟹江町大字蟹江新田字下市場19-1,1970,,349,100百万円,,http://www.kato-kensetu.co.jp/,
2024-07-01,株式会社きんぱい,設備管理・メンテナンス,6,■事業内容：配管工事の測量・設計･監督および請負施工／給排水衛生･消防設備工事の設計･監督および請負施工／住宅設備工事の設計･監督および請負施工／ガス機器･住宅設備機器の販売､設置工事／建築･解体工事､防水工事､塗装工事の設計･監督および請負施工 など,大阪府大阪市大正区三軒家東3-10-12,1945,,351,300百万円,44.7,http://www.kinpai.gr.jp/,
2024-08-01,東レ建設株式会社,ゼネコン,7,■企業概要：建設・土木工事の企画、設計、施工、管理／マンション・住宅の建設・分譲／不動産の売買、仲介／不動産、建設全般のコンサルティング業務■企業詳細：同社は、建物の企画・設計・施工からアフターフォローまでを行う総合建設事業(ゼネコン)とマーケティング活動から用地開発・企画・供給までを手掛ける総合不動産事業(ディベロッパー)のふたつの機能を備えた建設の全プロセスを担える企業です。更に経営、税務相談、事業経営分析、金融機関の紹介、斡旋といったコンサルティング機能も同時に備えており、幅広いお客様の要望を実現できる企業です。,大阪府大阪市北区中之島3-3-3中之島三井ビルディング,1982,,348,"1,503百万円",43.0,https://www.toray-tcc.co.jp/,
2024-08-01,株式会社第一テクノ,設備管理・メンテナンス,12,■事業内容： 防災用発電設備、コージェネレーションシステム、離島発電所、ソーラー施設、ポンプ施設、上下水道水処理施設、農村集落排水施設、公園施設、電気通信計装設備、通信監視制御設備、リサイクルプラント、管材(鋳鉄管・弁類)等の販売・計画・設計・施工・保守・管理一式,東京都品川区南大井6-13-10,1958,,343,80百万円,41.1,http://www.daii.co.jp/,
2024-08-01,株式会社塩浜工業,ゼネコン,21,【鉄のシオハマ・総合力のシオハマ・一貫のシオハマと呼ばれる北陸でトップクラスの老舗ゼネコン】■事業内容：同社は、総合建設業者として、建築工事・土木・特殊鋼造工事の企画、請負、製作、設計、施工管理を業務として日本のインフラを支えています。「鉄のシオハマ」として「特殊鋼造」技術、「免震・制震・耐震」技術をもとに、東京スカイツリーのような大型建造物からトンネル、道路、商業施設を扱い、現地調査から、設計、施工、保守までを一貫して対応しています。,福井県敦賀市観音町12-1,1971,,370,480百万円,44.0,http://www.shiohama.co.jp/index.html,
2024-08-01,ウェルス・マネジメント株式会社,不動産金融,6,【企業概要】当社は不動産マーケットのプロが集う、少数精鋭のブティック型資産運用会社です。1999年に創業し、現在は不動産金融ビジネスとホテル運営マネジメントビジネスを核として、事業を展開しております。2005年に東証マザーズ、2016年に東証二部へ上場し、2022年にはスタンダード上場と着実な成長を遂げております。アメリカの年金運用機関からアジア、中国の富裕層まで、グローバルファンドを通じた世界的な投資家とのつながり活かし資金調達を行っており、2020年には1000億円のポートフォリオを実現しております。,東京都港区赤坂1-12-32アーク森ビル33F,1999,スタンダード市場,35,"2,356百万円",39.0,https://www.wealth-mngt.com/index.html,
2024-07-01,株式会社マリモ,ディベロッパー,8,■企業概要分譲住宅の企画、開発、設計、監理、販売業務、不動産流動化事業、環境衛生事業、海外マンション分譲事業■企業詳細マンションブランド『ポレスター』『ソルティア』を日本全国で展開しているマンションメーカー。 近年は、マンションメーカーから不動産総合デベロッパーへと進化を遂げ、アジア市場への進出も遂げています。,広島県広島市西区庚午北1-17-23,1970,,293,100百万円,37.9,http://www.marimo-ai.co.jp/,
2024-08-01,株式会社アサノ大成基礎エンジニアリング,建設コンサルタント,39,■事業内容：・地質・土質調査、解析・地下水調査・解析、水理試験装置の開発及び製作・土壌・地下水汚染の調査、対策工事・土木構造物の点検、調査、設計、修繕工事・斜面防災対策工の設計・施工・建築構造物の調査、耐震診断、設計・測量及び3D計測、非破壊探査検査・解体工事と環境対策・さく井工事、温泉開発、各種利用設備及び配管工事・計測器の開発研究及び製作・再生可能エネルギー事業(小水力発電、地中熱・地下水熱利用),東京都台東区北上野2-8-7,1962,,342,450百万円,46.0,https://www.atk-eng.jp/,
2024-08-01,株式会社内藤ハウス,ゼネコン,30,■事業内容： ・プレハブシステム建築業…プレハブシステム建築の役割は今後高品質化の要求が高まると同時に、多様化するニーズに柔軟に応えるため、同社は単一製品大量生産ではなく、ニーズにあったプレハブシステム開発を行っています。,山梨県韮崎市円野町上円井3139,1969,,330,100百万円,42.0,http://www.naitohouse.co.jp/,
2024-08-01,株式会社アンビションＤＸホールディングス,不動産仲介,8,■事業内容：賃貸不動産事業 ／売買不動産事業 ／プロパティマネジメント事業／リーシングマネジメント事業 ／Web営業事業 ／法人営業事業／賃貸管理受託事業／ZEH/ライフライン事業,東京都渋谷区神宮前2-34-17住友不動産原宿ビル18F,2007,グロース市場,340,417百万円,34.0,https://am-bition.jp/,
2024-06-01,大英産業株式会社,住宅（ハウスメーカー）,1,■事業内容： 新築分譲マンションの企画販売 新築一戸建住宅の企画販売 宅地開発、造成、販売 中古住宅の買取り再販 住宅リフォームの企画、設計、施工 タウンハウスの企画販売 街づくり事業,福岡県北九州市八幡西区下上津役4-1-36,1968,,410,330百万円,35.0,http://www.daieisangyo.co.jp/,
2024-08-01,王子エンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,24,■事業内容：王子グループ各社へ技術的業務を提供するシェアードサービス会社として、設備投資計画の精査および最適化、コストダウンの推進、安価資材の調達、海外会社への技術支援およびM&A等の現地調査、再生可能エネルギーを主体とした電力事業の推進、研究開発・新技術のためのエンジニアリング等を行い、グループ企業価値の向上に貢献しています。 グループ外の顧客へプラント設備に関する基本計画・詳細設計・資材調達・工事施工・メンテナンスに至るまで、川上から川下までトータルに事業を提案する総合エンジニアリング会社です。,東京都中央区銀座4-7-5王子ホールディングス本館,1964,,305,800百万円,46.4,https://homepage.ojieng.co.jp/,
2024-08-01,菱和設備株式会社,設備管理・メンテナンス,5,■企業概要：当社は静岡県をメインの拠点とし、東京・神奈川などのエリアまでのビル設備（空調・給排水設備）の設計・施工管理・メンテナンス事業を運営する会社です。■事業概要：・空調設備工事・給排水衛生設備工事・消防防災施設工事・冷凍冷蔵設備工事■施工実績：・東京都庁舎・東京国際展示場（ビッグサイト）・渋谷モディ・みなとみらい・グランシップ 静岡県コンベンションアーツセンター・静岡中央郵便局・静岡銀行本部棟・ららぽーと沼津 等,静岡県静岡市葵区清閑町14-5,1953,,330,300百万円,37.0,http://www.ryowa-s.co.jp/,
2024-06-01,菱機工業株式会社,設備管理・メンテナンス,1,■事業内容：空調・給排水衛生をメインとして、設備の設計・施工・保守をワンストップで行っております。空気・水・エネルギーの三本柱により、人々が暮らしやすいように「空間の最適化」を行っております。 ＜空気＞：ホテル/医療施設/商業施設など、建物の用途に適した温度/湿度/気流などを整えるために、空調設備の設計・施工・保守を行っております。＜水＞：私たちが生活するのに不可欠な水が、建物の各場所で蛇口をひねれば出てくるように、給排水設備の設計・施工・保守を行っております。＜エネルギー＞：空調・給排水設備を省エネルギーで管理するシステム導入のプランニングから設計・施工・保守まで幅広く行っております。,石川県金沢市御影町10-7,1954,,345,"1,077百万円",40.0,http://www.ryokikogyo.co.jp/,
2024-08-01,株式会社鍜治田工務店,ゼネコン,11,■事業内容：マンション、商業施設などを手掛ける、58年黒字経営を続ける創業100周年を目指す老舗ゼネコン。関西一円に強固な地盤を持ち、関東・中部にて順調な案件増加を継続しています。創業以来こだわってきた技術の向上を愚直なまでに追求し、高い品質が求められる分譲マンション等の建設で大手ディベロッパーからご評価をいただき、パートナーシップはさらに堅固になっています。その結果、創業から約一世紀という歴史を積み上げ、他社にはない、半世紀以上連続黒字経営を実現しています。,大阪府大阪市中央区伏見町3-2-6,1960,,288,500百万円,38.0,http://www.kajita.co.jp/,
2024-08-01,戸田ビルパートナーズ株式会社,不動産管理,34,■事業内容： 総合ビル管理業・マンション管理業・建設業・エネルギーソリューション・不動産業・プロパティマネジメント業・保険代理店業,東京都港区台場2-3-1トレードピアお台場21F,1962,,550,100百万円,,https://bp.toda.co.jp/,
2024-07-01,株式会社クレハ環境,プラントメーカー・プラントエンジニアリング,3,■事業内容：（1）廃棄物関連…廃棄物の収集運搬・処分、廃棄物焼却施設の解体、環境修復事業、計量証明業（2）エンジニアリング関連…設備・施設の総合エンジニアリング、設備・施設の総合コンサルティング、機器・装置の設置に関する工事、廃棄物焼却施設などの環境関連施設の調査・設計・施工,福島県いわき市錦町四反田30,1971,,362,240百万円,42.3,http://www.kurekan.co.jp/,
2024-07-01,京成建設株式会社,ゼネコン,10,■事業内容：（1）総合建設業（設計・施工・監理）（2）不動産業（3）測量業,千葉県船橋市宮本4-17-3,1951,,321,450百万円,42.7,http://keisei-const.jp/,
2024-06-01,日本ファシリオ株式会社,設備管理・メンテナンス,3,■建築設備関係工事の設計・施工・リニューアル／電気工事・空調工事・衛生工事（給排水・消火・ガス等の管工事）■燃料電池付帯設備工事の設計・施工・リニューアル■小水力発電設備の設計・施工・リニューアル■生活・産業排水に関する汚水処理施設の設計・施工／左記に付随する施設の維持管理業務国土交通大臣許可（特-1）第2758号東京都知事登録第42681号,東京都港区北青山2-12-28 青山ビル,1948,,308,25億円,,https://www.j-facilio.com/,代表取締役社長 若木 輝彦
2024-08-01,株式会社精研,プラントメーカー・プラントエンジニアリング,1,■事業内容：・空気調和・給排水衛生設備工事、無菌無塵空調設備工事の設計施工・地盤凍結工事の設計施工・日立特約店(空調機器、冷凍冷蔵機器、産業機器、電子機器、エレベータ等の販売)・クレーン、自動搬送装置、省力装置の設計製作・空調冷凍設備・省力設備等のメンテナンス,大阪府大阪市中央区南船場2-1-3,1954,,322,200百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,東京ガスリノベーション株式会社,設備管理・メンテナンス,4,東京ガスリノベーションは、個人のお客さまへは、住まいのリノベーションのプランニング・設計・施工、住宅設備設置・交換・メンテナンス、不動産仲介。集合住宅管理のお客さまへは、住設機器販売・メンテナンス、共用部修繕工事・共用部提案工事、給排気設備の設計開発・点検工事などの総合設備事業。個人のお客さま、集合住宅管理のお客さまに、価値あるサービスをワンストップで提供しています。,東京都品川区二葉2-9-15NFパークビル2F,2020,,298,100百万円,47.0,https://www.tgrv.co.jp/,
2024-08-01,越智産業株式会社,住宅設備・建材,11,■事業内容：「建築資材の販売」「玄関ドア、下駄箱、階段、収納セット、家具、冷暖房機器、厨房機器、浴室機器、衛生機器、空調機器等の住宅設備機器の販売」「家庭用電気製品の販売」「医療機器の販売」「電気通信機器の販売および施工」「建築一式工事、大工工事、屋根工事、電気工事、タイル・れんが・ブロック工事、ガラス工事、内装仕上工事、建具工事、とび・土工・コンクリート工事・熱絶縁工事の請負ならびに企画、設計および監理」「不動産の売買、賃貸、仲介および管理」「建設用仮設材のリースおよびレンタル」「損害保険代理業」「前各号に附帯する一切の事業」,福岡県福岡市中央区那の津3-12-20,1958,,410,100百万円,45.6,http://www.ochisangyo.co.jp/,
2024-08-01,東邦ガスセイフティライフ株式会社,住宅設備・建材,1,■特徴（TOPICS）：東邦ガスグループの保安サービス、都市ガス機器の販売・メンテナンス及び内管工事等を担う会社です（東邦ガス株式会社の100％子会社）。○社員に「安心感」「やる気」「働きがい」「納得感」をより感じてもらえるように、「新人事処遇制度」を導入しています。 ⇒年齢等にかかわらず、役割等級制度（※）に基づいて各社員の役割を明らかにし、頑張りをより適切に評価して処遇に反映しています。,愛知県名古屋市昭和区福江3-7-7,1979,,326,40百万円,45.0,https://www.tgsl.co.jp/,
2024-07-01,ナイスコミュニティー株式会社,不動産管理,7,"■事業内容： 私どもナイスコミュニティー株式会社は､現在1,500棟以上、約68,000戸以上のマンションを総合管理させていただいております。マンションにお住まいの皆様が快適な生活をお過ごしすることが出来る様、常に迅速な対応を念頭に置き「私たちは信頼を礎に豊かな住まいと暮らしを実現します」をキーワードに、管理組合の運営サポートや建物設備の定期点検、改修補修工事の提案実施にいたるまでお客さまの立場に立った管理を心がけ、日々管理業務に励んでおります。",神奈川県横浜市鶴見区鶴見中央3-2-13,1974,,365,50百万円,,https://www.nicecommunity.co.jp/,
2024-07-01,みらい建設工業株式会社,ゼネコン,30,■ビジョン： 同社は、日東建設・大都工業・三井不動産建設が2002年に経営統合した会社です。「私たちの安全で快適な“みらい”を創造する」というコンセプトのもとに、社会への貢献と新たな生活環境の提案を目指しています。■特徴（TOPICS）： マリンコンストラクターとして、既に高い評価を得ている当社。得意とする港湾工事、空港工事はもちろんのこと、都市開発から住宅地の造成にいたるまで大小様々な規模の工事を全国で展開しています。 羽田・関西・中部・那覇など、海上空港等にも広く関わっています。,東京都港区芝4-6-12,1974,,362,"2,500百万円",47.0,http://www.mirai-const.co.jp/,
2024-06-01,大興物産株式会社【鹿島建設グループ】,ゼネコン,10,■事業内容： 鹿島建設グループの建設技術商社です。建設資材を扱う建材商社でありながら、具体的にモノづくりをする施工部門を有している点が最大の特徴です。商社ならではの幅広い商品提案・調達力と、施工・工事管理における高い技術力を融合し、多くの顧客からの信頼を集めています。【調達】主要資材、土木資材、建築資材、仮設資材及び設備資材等の調達並びに売買【施工】仮設工事、基礎工事、躯体工事、内装工事及びリニューアル工事に関する設計、施工、工事監理及び請負【海外】建設資機材及び建設機械の輸出入並びに海外工事の施工【賃貸】各種仮設資材及び建設機械等の賃貸【商品】現場運営をサポートする商品の販売,東京都港区虎ノ門神谷町4-1-17神谷町プライムプレイス6F,1947,,295,750百万円,42.0,http://www.taiko.co.jp/,
2024-08-01,センクシア株式会社,住宅設備・建材,5,【フリーアクセスフロア、ハイベースなどお客様の立場から独自の製品を生み出す建材のパイオニア企業】■企業概要：日立金属㈱の傘下から独立し、新たなスタートをきりました。今後はハイベースにならぶ主力製品の開発や海外事業に注力し、新しい歴史を築きます。■事業概要：鉄鋼・アルミなどの金属材料の基板技術をもとに(1)フリーアクセスフロア、(2)ハイベース／建築構造部材、(3)制震ダンパ、(4)耐震補強部材の建材事業を展開しています。,東京都港区東新橋2-3-17,,,334,,,なし,
2024-08-01,馬淵建設株式会社,サブコン,3,■同社について：明治42年の馬淵組を創業し、横須賀市内で最初の鉄骨工事着工するなど100年の歴史を超える神奈川の建設企業になります。建設事業を中心に取り扱っており、近年事業の多角化の方針により、不動産事業などにも積極的に展開しています。本業である建設・不動産事業や、その他の活動を通じて、環境保全活動、地域ボランティア活動などの社会的事業に取り組んでいます。2014年4月横浜型地域貢献企業として認定されました。,神奈川県横浜市南区花之木町2-26,1909,,303,"1,258百万円",45.4,http://www.mzec.co.jp/,
2024-08-01,イビデングリーンテック株式会社,ゼネコン,16,■事業内容：（1）法面事業（斜面安定・法面保護）…緑化工事、吹付法枠工事、ショットクリート工事、落石対策工事、アンカー工事、地すべり対策工事（2）造園事業（環境整備）…オフィス・商業ビル・複合ビルの造園工事、マンション・戸建住宅の造園工事、医療・福祉施設の造園工事、教育・文化施設の造園工事、公園工事や緑地工事・日本庭園・道路緑化、スポーツ・レジャー施設の造園工事、植栽のメンテナンス・リニューアル工事、屋上緑化・壁面緑化、外構工事（3）土木事業（都市土木）…下水道工事、アンカー工事、一般土木工事、舗装工事等,岐阜県大垣市河間町3-55,1959,,350,300百万円,41.6,http://ibiden-greentec.co.jp/index.html,
2024-08-01,三井住友トラスト総合サービス株式会社,不動産管理,3,■事業内容： 同社は、2012年4月、住信振興株式会社とCMTBファシリティーズ株式会社が統合により三井住友トラスト総合サービス株式会社と社名を変更し三井住友信託銀行の関連会社として発足しました。同行と密接な連携のもとに東京都、京都市、姫路市および熊本市にビルを所有し、賃貸事業を営んでおります。また、三井住友信託銀行より拠点ビル管理・印刷・用度・郵便発送などの業務の委託を受けております。,東京都港区芝3-33-1,2012,,337,100百万円,56.0,https://www.smtgs.jp,
2024-08-01,株式会社シー・エス・ランバー,住宅設備・建材,29,■事業の特徴：当社グループは、当社及び子会社である株式会社なのはなハウジング、株式会社シー・エス・物流、株式会社シー・エス・ホーム、株式会社シー・エス・マテリアル、株式会社シー・エス・リアルエステート、株式会社シー・エス・不動産リース、株式会社シー・エス・ビルド及び在外子会社であるCSL CAD VIETNAM COMPANY LIMITEDで構成され、プレカット事業、建築請負事業及び不動産賃貸事業を主な事業としており、その他事業では不動産の販売を行っております。,千葉県千葉市花見川区幕張本郷1-16-3相葉ビル,1983,スタンダード市場,312,536百万円,38.3,http://www.c-s-lumber.co.jp/,
2024-08-01,清水総合開発株式会社,不動産管理,14,■事業内容：スーパーゼネコンで日本を代表する企業の1社、清水建設の100％子会社の不動産関連企業です。主にVIEQU（ヴィーク）ブランドのマンションと不動産管理が収益の柱です。,東京都中央区京橋2-13-11宝町三清ビル,2000,,324,"3,000百万円",44.0,http://www.scdc.co.jp/,
2024-08-01,株式会社淺川組,ゼネコン,3,■事業内容：土木工事・建築工事の請負、土木工事・建築工事の設計や監理に関する事業、耐震診断・耐震補強工事、不動産の売買および賃貸業、前各号に附帯する一切の事業,和歌山県和歌山市小松原通3-69,1948,,308,300百万円,44.2,http://www.asakawagumi.co.jp,
2024-06-01,坪井工業株式会社,ゼネコン,6,■事業内容： 総合建設業として主に建築、土木軌道工事の企画設計及び施工管理官公庁諸施設、教育・娯楽施設、マンション、住宅、店舗、事務所、工場、倉庫、軌道関連施設、病院、介護老人保健施設橋梁、道路、上下水道、宅造、太陽光発電,東京都中央区銀座2-9-176F,1932,,310,100百万円,49.0,https://www.tuboi.co.jp/,
2024-08-01,株式会社ＬｉｂＷｏｒｋ,住宅（ハウスメーカー）,12,■事業内容：住まいの総合コンサルティング（住宅・事務所・アパート・店舗の企画・設計・施工・販売・アフターサービス全般）,熊本県山鹿市鍋田178-1,2000,グロース市場,221,346百万円,29.5,http://www.sk-home.com/,
2024-08-01,サンライフ・クリエイション株式会社,不動産仲介,8,■事業概要：同社は三井不動産レジデンシャル株式会社の100％出資企業で、住宅販売、住宅販売サポートに関する戦略立案を展開しています。三井不動産グループの住宅販売、営業のプロフェッショナルとして、豊富な経験と知識、ノウハウを蓄積している不動産販売のトータルサポート企業です。■事業詳細：住宅販売･営業サポート事業／人材派遣・人材紹介事業／マーケティングリサーチ事業／ダイレクトメールサービス事業／レンタルサービス事業／コールセンター事業・イベント運営事業／不動産販売支援事業,東京都中央区日本橋本石町4-6-7日本橋日銀通りビル2F,1986,,301,300百万円,46.2,http://www.slc-mh.co.jp/,
2024-06-01,イビデンエンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,3,■会社概要：同社は環境事業をコア事業と考え取り組み、イビデンの独自技術を継承した高い技術力を発揮して「環境にやさしいテクノロジー」を追求し、地球環境に配慮した製品や技術を提供しています。また、常にお客様の声を大切にし、多様化するニーズに幅広いソリューションで対応しています。,岐阜県大垣市木戸町1122,1973,,323,30百万円,41.8,https://www.ibieng.co.jp/,
2024-08-01,株式会社前澤エンジニアリングサービス,設備管理・メンテナンス,26,■事業内容：・施設の点検、調査、診断、保守等に関する業務 ・各種水処理機器、施設に関する設計、施工・運転管理、維持管理に関する業務・水質管理業務（検査、分析、診断、提案）・各種工業薬品類の販売、取替業務,埼玉県川口市仲町5-11,1985,,286,80百万円,,http://www.maezawa-es.co.jp/ja/index.html,
2024-06-01,株式会社アコモデーションファースト,不動産管理,20,◆都心の富裕層向け高級マンションのフロント運営◆レジデント（居住者様）専用コールセンターの運営◆退居に伴う原状回復工事等の建物設備のメンテナンス,東京都港区六本木6-1-24ラピロス六本木7F,2006,,320,10百万円,42.8,http://www.mitsui-accommo.co.jp/,
