更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,ボストン・コンサルティング・グループ合同会社,経営・戦略コンサルティング,8,■概要：経営戦略コンサルティング（全社事業戦略、マーケティング戦略、営業改革戦略、新規事業戦略、ポートフォリオ改革、中長期経営計画、バリューマネジメント、M&A、組織変革、財務戦略、情報システム戦略等）,東京都中央区日本橋室町3-2-1日本橋室町三井タワー25F,1966,1200,,,http://www.bcg.co.jp/,,
2024-08-01,インクグロウ株式会社,経営・戦略コンサルティング,5,■全国の地域金融機関との業務提携による中小企業支援業務■M&A仲介業務、アドバイザリー業務、M&Aグロースサポートサービス■次世代経営者向け経営情報の提供サービスおよび「経営塾」「経営セミナー」等の企画運営～沿革～■2011年にMEBO形式にて、株式会社C＆I Holdings（旧株式会社ベンチャー・リンク）より独立。インクグロウ株式会社に商号変更。その後、地域金融機関と共に推進する『中小企業が元気になる』経営情報提供サービス事業に原点回帰し、現在ではM&A総合サービスから、事業承継まで、「中小企業を元気にしたい」という志を元にサービスを展開しております。,東京都中央区日本橋馬喰町1-12-3Daiwa日本橋馬喰町ビル2F,1990,24,51百万円,,https://incgrow.co.jp/,,
2024-06-01,株式会社日本テクノセンター,その他専門コンサルティング,4,国内外の技術系企業（自動車、その他の製造業、電力等のインフラ、ソフトウェア企業他）を対象とした技術者教育（社内教育、技術セミナー）の提供のほか、技術人材育成および技術開発支援、設計品質向上支援等のコンサルティングサービスの提供を行っています。,東京都新宿区西新宿2-7-1小田急第一生命ビル22F,1990,20,35百万円,,http://www.j-techno.co.jp,,
2024-08-01,国立研究開発法人海洋研究開発機構,マーケティング・リサーチ,1,■事業内容： JAMSTECは、世界トップクラスの海洋に関する総合的研究開発機関として、海洋から地球の謎に迫るための幅広い研究開発を推進するとともに、その成果を社会に還元していくことを目指しています。海底資源、生命の起源、地球規模の環境変動、巨大地震発生のしくみ、地球表層や地球内部の様々な現象など、人類の未来を開くために世界最先端の研究と技術開発を推進していきます。,神奈川県横須賀市夏島町2-15,1971,900,,,https://www.jamstec.go.jp/j/,,
2024-08-01,有限責任監査法人トーマツ,監査法人,99+,有限責任監査法人トーマツは、日本初の全国規模の監査法人として1968年に創立されました。東京・名古屋・京都・大阪・福岡の5都市から始まった国内ネットワークは、現在では全国約30の都市を結んでいます。「経済社会の公正を守り、率先してその発展に貢献する」ことを経営理念の第一に掲げ、公認会計士を中心とするプロフェッショナルファームとしてさまざまなサービスを提供しています。https://www2.deloitte.com/jp/ja/pages/about-deloitte/articles/audit/audit.html,東京都千代田区丸の内3-2-3丸の内二重橋ビルディング,1968,7990,"1,173百万円",,https://www2.deloitte.com/jp/ja/pages/about-deloitte/articles/audit/audit.html,,
2024-07-01,株式会社タスク,経営・戦略コンサルティング,5,■事業内容：（1）上場審査関連コンサルティング業務（2）経営戦略コンサルティング業務,東京都豊島区高田3-13-2高田馬場TSビル3F,1995,70,35百万円,35.0,https://www.ipo-house.co.jp/,,
2024-08-01,有限責任 あずさ監査法人,監査法人,99+,■法人概要有限責任 あずさ監査法人は、全国主要都市に人員を擁し、監査や各種証明業務をはじめ、パブリックセクターアドバイザリー、株式上場支援、財務関連アドバイザリーサービスなどを提供しています。金融、情報・通信・メディア、製造、官公庁など、業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、4大国際会計事務所のひとつであるKPMGインターナショナルのメンバーファームとして、145ヶ国に拡がるネットワークを通じ、グローバルな視点からクライアントを支援しています。,東京都新宿区津久戸町1-2,1985,6724,"3,000百万円",,https://home.kpmg.com/jp/ja/home/about/azsa.html,,
2024-08-01,ＫＰＭＧコンサルティング株式会社,経営・戦略コンサルティング,99+,■事業内容：（１）マネジメントコンサルティングサービス：事業戦略策定／アライアンス戦略策定、市場参入戦略策定、業務改善／業務変革、財務戦略・トランスフォーメーション、業務・ITコスト最適化／調達プロセス最適化、組織人事マネジメント、IT導入戦略策定／ITガバナンス策定、先端テクノロジー活用支援、アウトソーシング・シェアードサービス 等（２）リスクコンサルティングサービス：グループガバナンス強化、リスクマネジメント態勢構築、コンプライアンス態勢構築、内部監査の高度化、内部統制の高度化、情報セキュリティマネジメント、事業継続マネジメント、システム監査／プロジェクト監査 等,東京都千代田区大手町1-9-7大手町フィナンシャルシティ サウスタワー,2014,1165,100百万円,37.0,http://www.kpmg.com/jp/ja/about/kc/pages/default.aspx,,
2024-06-01,株式会社札幌鑑定,その他専門コンサルティング,1,■事業内容： 損害保険に係る財物の損害額の鑑定並びに保険価額の評価及びそれらに関する業務（損害保険会社の委嘱を受けて、損害鑑定業務・評価鑑定業務等を行う）■損害鑑定とは：火災保険・各種新種保険・自動車保険等の保険事故に伴う調査対象物件の損害調査を行います。事故発生現場に赴き、必要に応じて事故に至った経緯や原因を調査する他、調査対象物件の時価額及び損害額の鑑定を行う業務です。最終的にこれら調査経緯や資料、損害額を取りまとめた“鑑定書“を作成し保険会社に提出します。,北海道札幌市中央区北一条西7-3北一条第一生命ビル 2F,1979,83,10百万円,44.0,http://sap-kn.co.jp/,,
2024-07-01,株式会社佐々木総研,税理士法人,2,■事業概要：・税務・会計コンサルティング・相続・事業承継対策・人事・労務コンサルティング・病院・診療所・介護事業経営コンサルティング・ファイナンシャル・プランニング・各種医療法人設立支援,福岡県北九州市八幡東区石坪町10-13,1986,53,20百万円,42.0,http://www.sasakigp.co.jp,,
2024-06-01,株式会社第一経営相談所,税理士法人,1,■事業内容： ●税務・会計業務・税務申告業務（法人税・消費税・所得税・相続税 その他）、企業会計諸帳簿の記帳支援●人事・労務業務・社会保険加入等各種手続き業務、人事コンサル業務、労使紛争の解決支援業務●経営コンサルティング・経営指針づくり支援及び定着実践支援、ISO認証取得支援業務●FP業務・生命保険・損害保険代理店、資産運用相談●各種申請業務・各種許認可申請等,埼玉県さいたま市大宮区北袋町1-332第一経営ビル4F,1964,98,41百万円,44.9,http://www.daiichi-keiei.com/,,
2024-08-01,株式会社アルファ水工コンサルタンツ,経営・戦略コンサルティング,6,■事業内容： 港湾、漁港、海岸、河川、上下水道、道路、漁村、地域計画、リゾートに関わる計画、設計、調査、解析等の建設コンサルタント（海・川などの水関連分野での専門性を発揮している業界トップクラスのコンサルタント会社）■海岸事業、海、港における専門的な企業■官庁（農水省、北海道庁等）の仕事が大半であり、10年以上常に伸びている■北海道本社、東京本社、事業所：仙台・青森・盛岡・秋田・長崎,北海道札幌市西区発寒九条14-516-336,1984,109,20百万円,41.0,http://www.ahec.jp/,,
2024-05-01,株式会社ユアーズブレーン,経営・戦略コンサルティング,1,■企業の強み（１）各種業界の中でも医療機関を中心顧客とした経営コンサルティングを提供しています。クライアントの将来像を実現するための経営戦略の立案や、診療報酬解説セミナーの実施などの専門性の高い情報提供で高い信頼を得ており、中国・四国エリアを中心に、約300件のクライアントを保有しています。,広島県広島市中区国泰寺町1-3-29デルタビル3F,1982,30,10百万円,40.0,https://www.yb-satellite.co.jp/,,
2024-07-01,株式会社大成経営開発,財務・会計アドバイザリー（FAS）,1,■業務内容 財務会計総合コンサルティング記帳代行経理効率化指導,熊本県熊本市南区田井島1-3-50ガレリアⅡ,1993,36,80百万円,42.0,なし,,
2024-06-01,竹村税理士事務所,税理士法人,1,■事業内容：・相続、贈与対策と申告事業継承対策など、豊富な経験に基づきプランニングから贈与税の申告および、実際に相続が発生した場合の相続税の申告まで全てをお手伝いします。・不動産の売買土地や建物を購入または売却する場合の特例や税金その他について、宅地建物取引主任者と税理士が一緒になって相談に応じます。,広島県福山市西新涯町2-21-41,1995,25,,38.0,なし,,
2024-07-01,株式会社アサヒテクノリサーチ,その他専門コンサルティング,4,■事業概要：環境測定調査・受託分析、実験、調査業務,広島県大竹市晴海2-10-54,1989,140,50百万円,41.0,https://agi-atr.com,,
2024-07-01,柴山コンサルタント株式会社,経営・戦略コンサルティング,4,■事業内容：測量・建設コンサルタント（土木設計）、建築設計・監理、補償コンサルタント、不動産及びその他の手続き,愛知県名古屋市東区白壁1-69,1948,75,30百万円,,http://www.shibayama-consul.co.jp/index.htm,,
2024-08-01,株式会社環境科学研究所,その他専門コンサルティング,4,■事業内容：水質検査・食品検査・その他各種検査及び調査に取り組んでいます。環境の現状を正確に調査・分析をすることは、環境への問題点・改善点を調査する事への重要な指針であり今後必要性が高まってくる分野でもあります。人と自然の共生をめざし、環境及び食の「保全」「管理」「創造」と地域社会への安全・安心に貢献していきます。,愛知県名古屋市北区若鶴町152,1985,85,35百万円,36.0,https://www.kankyokagaku.com/,,
2024-07-01,エスオーユーホールディングス株式会社,総合コンサルティング,1,・葬祭及び葬祭関連事業、保育事業、介護事業、人材サービス事業他・事業会社23社から構成されており、「保育事業」「介護事業」「ライフエンディング事業」「グローバル＆コミュニケーション事業」を通して、人のちからで人の明日に価値を創造すべく、商品やサービスを幅広く提供しています。■保育事業■介護事業■ライフエンディング事業■グローバル＆コミュニケーション事業,東京都千代田区神田錦町3-23-1メットライフ神田錦町ビル7F,1999,4222,10百万円,,https://www.souholdings.co.jp/,,
2024-07-01,株式会社現代文化研究所,マーケティング・リサーチ,1,■事業内容：自動車に関わる様々な調査・研究,東京都千代田区九段南2-3-18トヨタ九段ビル,1968,38,25百万円,46.0,http://www.gendai.co.jp/,,
2024-06-01,株式会社健生,経営・戦略コンサルティング,2,◆柔整施術療養費請求代行◆接骨院経営・コンサルティング◆介護施設経営・コンサルティング◆高度管理医療機器等販売・賃貸業◆レセプト請求ソフト開発・販売◆有料職業紹介◆店舗レイアウト設計、デザイン、内装工事及び看板工事等請負◆健康食品・グッズ販売◆アイメディカル代理店◆不動産リース・レンタル◆各種広告デザイン、印刷請負◆WEBサイト作成,宮城県仙台市青葉区宮町3-5-20 KENSEI-BLDG,1997,85,8600万円,,https://www.kensei-group.jp/,,代表取締役社長兼CEO 中尾 充
2024-08-01,株式会社シー・アイ・エス,その他専門コンサルティング,3,■事業内容： 建設コンサルタント（道路部門、構造部門、計画部門、調査部門）,栃木県宇都宮市平松本町1132-3,2002,24,10百万円,40.0,https://kk-cis.jp/,,
2024-08-01,株式会社 ソシオテック研究所,経営・戦略コンサルティング,1,■概要：人を切り口とした経営コンサルテーション等のサービスを提供をしています。■事業内容：以下の2点です。(1)コンサルテーション、アセスメント、トレーニング、各種リサーチ・戦略策定（経営・事業・組織）、チェンジマネジメント（組織・風土改革）、経営幹部・コア人材選抜と育成、プロフェッショナル・グローバル人材選抜と育成、マネジメントトレーニング(2)診断ツール、トレーニングマテリアルの開発(3)各種セミナー、研究会の企画･運営(21世紀の人事戦略、グローバルスタンダード、マネジメントなど),東京都千代田区紀尾井町4-1,1991,49,50百万円,42.0,http://www.socio-tech.jp/,,
2024-07-01,株式会社メック・ヒューマンリソース,組織人事コンサルティング,15,■概要：三菱地所グループの人事シェアードサービス会社。■事業内容：(1)給与計算、勤怠管理(2)社会保険、福利厚生 (3)人事・給与・勤怠システムの導入、運用、保守(4)教育研修(5)人事制度等のコンサルティング,東京都千代田区大手町1-6-1大手町ビルヂング8F,1999,155,10百万円,36.1,http://www.mechr.co.jp/,,
2024-08-01,株式会社グロービス,組織人事コンサルティング,50,■事業概要：グロービス経営大学院の運営、企業内集合研修、有料動画学習サービス「GLOBIS 学び放題」シリーズの開発・販売、ラーニングマネジメントシステムの開発、出版／電子出版、GLOBIS知見録などのメディア運営等■事業詳細：グロービスは3つ（ヒト・カネ・チエ）の軸でビジネスを展開しています。【ヒト：人材育成・組織開発】,東京都千代田区二番町5-1住友不動産麹町ビル,1992,644,,37.6,http://www.globis.co.jp/,,
2024-08-01,株式会社テクノ経営総合研究所,経営・戦略コンサルティング,20,■事業内容：（1）コンサルティング事業・実践コンサルティング・経営革新セミナー／技術セミナー（2）人材事業人材紹介／再就職支援サービス（3）その他関連事業不動産関連サービス,東京都千代田区九段北4-1-7九段センタービル,1980,102,100百万円,,https://www.tmng.co.jp/,,
2024-08-01,株式会社保健同人フロンティア,組織人事コンサルティング,9,■事業内容：疾病予防事業・健康経営事業,東京都港区新橋1-1-1日比谷ビルディング7F,1946,152,59百万円,46.9,https://www.hokendohjin.co.jp/,,
2024-06-01,株式会社後藤総合税経,税理士法人,1,■事業内容：（1）税務、会計業務全般…年度末決算月はもちろんのこと、毎月顧問先企業を訪問し、会計資料並びに会計記録の適法性、正確性を確保するため、会計事実の真実性、実在性、網羅性を確かめ、且つ記帳等の指導を行います。また税務、会計、経営全般についてのアドバイスを行うと共に、月次決算を推進し、税務申告書の作成を行います。（2）コンピュータによる記帳指導（3）事業計画策定業務（4）医院開業支援（5）法人設立、開業支援（6）生命保険総合分析及び指導（7）資金繰り改善業務（8）企業再生コンサルティング（9）相続、事業承継対策の立案と実行（10）M＆A業務,宮城県仙台市泉区八乙女2-10-6,1986,16,10百万円,,https://www.gotoszk.jp/,,
2024-07-01,株式会社マーケティングアンドアソシェイツ,マーケティング・リサーチ,2,■事業内容： インターネット(web)調査、インタビュー調査や街頭調査など、各種の調査から集計・レポーティング・分析までの全工程を行い、マーケティングリサーチ会社として企業様をご支援しています。■ビジョン： マーケティングアンドアソシエイツは、価値あるデータやサービスを提供し、全てのお客様にご満足頂くことを使命と考えます。日々、人と人と人(お客様×当社×協力会社)の結びつき(共生)を大切にし、社業の発展と共に、社会から必要とされ、社会に貢献する企業を目指します。,東京都千代田区九段北3-2-5九段北325ビル9F,1975,50,10百万円,33.0,http://www.mxa.co.jp/,,
2024-07-01,コシバシステムサービス株式会社,その他専門コンサルティング,3,■物流機器販売事業固定ラック・移動ラック、搬送マテハン（コンベア、ソータ）など、顧客課題に応じて適切なマテハン機器を提供■物流コンサルティング事業物流機器の販売をコアとして、アフターサービスまでの領域で物流コンサルティング＆サービスを提供します。【立地条件】立候補用地の情報収集、立候補用地選定支援(外部スペシャリストとの連携）、照明開発状況調査、規制調査、土地価格等調査、コスト・プランニング、配置計面図作成、事業性の検討,東京都千代田区神田北乗物町12大竹ビル4F,1988,7,20百万円,48.0,http://www.koshiba-ss.co.jp/index.php,,
2024-08-01,株式会社ＡＧＳコンサルティング,財務・会計アドバイザリー（FAS）,68,■会社概要1970年創業の総合会計コンサルティングファームです。幅広いメニューと長年培ったコンサルティング経験を基に、お客様の成長ステージやニーズに合わせた最適なサービスをご提供します。,東京都千代田区大手町1-9-5大手町フィナンシャルシティ ノースタワー24F,1970,613,35百万円,38.0,https://www.agsc.co.jp/,,
2024-08-01,株式会社マークアイ,マーケティング・リサーチ,4,＜世界に広がる日本のブランドを知的財産権（商標権、ドメインネーム）の面からサポートするコンサルティング会社＞同社は25年以上にわたり、世界各国・地域における日本企業の活動を知的財産権の面からサポートする先駆者として、商標権・ドメインネームを中心とした様々なサービスをワンストップで提供しています。,東京都港区赤坂2-17-7赤坂溜池タワー8F,1994,79,100百万円,36.0,http://trademark.jp,,
2024-08-01,QO株式会社,マーケティング・リサーチ,10,■企業概要：・クライアントのマーケティング課題に対し最適なソリューションを提供することによりクライアントビジネスに貢献する創業50年の歴史を持つ総合マーケティング・リサーチ会社です。創業以来培ってきたフィールドワーク力により、ホームユーステスト、会場調査、来店客調査など従来型調査を含め、さらには近年多用されるインターネットリサーチ、デジタルリサーチ、イノベーションリサーチなど多様な調査手法とノウハウを有します。,東京都中央区京橋2-7-19京橋イーストビル9F,1965,150,30百万円,39.9,https://www.hmmr.co.jp,,
2024-07-01,睦産業株式会社,マーケティング・リサーチ,1,■マーケティング、マーケティングリサーチ及びこれらに関するコンサルティング業務等,東京都中央区日本橋2-12-6 高島屋THビル北館9F,1968,,,,https://edo-mutsumi-ind.co.jp/index.html,,代表取締役 添野 公元
2024-08-01,株式会社ビデオリサーチコミュニケーションズ,マーケティング・リサーチ,13,■企業概要：日本で唯一テレビ視聴率調査を提供するビデオリサーチグループに属し、テレビ・ラジオ・インターネットのコマーシャルをデータベース化する、マーケティング情報のデータバンク企業です。,東京都千代田区三番町6-17,1969,135,24百万円,42.1,http://www.videocom.co.jp/,,
2024-07-01,株式会社江口経営センター,財務・会計アドバイザリー（FAS）,1,顧客企業への税務・財務支援、経営コンサルティング、公会計・社会福祉法人コンサルティング・税務：税務会計業務・財務：記帳代行、決算書類作成・経営：経営診断、経営計画策定、経営指導、相続・事業承継支援、助成金・公的資金申請支援、クラウド会計ソフト導入、人事労務 など,新潟県長岡市宮原3-12-16,1977,,,,https://www.eguchikeieicenter.co.jp/,,代表取締役 江口 清市
2024-07-01,株式会社日本リサーチセンター,マーケティング・リサーチ,1,■概要日本リサーチセンターは、1960年に本格的なマーケティングリサーチ、世論調査、マーケティングコンサルティングの会社として産業界の支援のもとに誕生しました。以来60余年にわたって企業や官公庁のマーケティングに関する活動をおこなっています。21世紀は、市場の構造的な変化を的確に把握し、適切なマーケティング活動をすることが、これまで以上に、あらゆる企業に求められています。私ども日本リサーチセンターは、そのための最良のパートナーとして多くの皆さんの厚い信頼を得ています。,東京都墨田区江東橋4-26-5東京トラフィック錦糸町ビル,1960,130,100百万円,40.0,http://www.nrc.co.jp/,,
2024-08-01,信金キャピタル株式会社,経営・戦略コンサルティング,5,■事業内容： （1）事業承継M&A仲介・アドバイザリー業務（コンサルティング部）（2）育成支援投資業務、ベンチャー投資業務（投資育成部）,東京都中央区京橋2-14-1,2001,58,490百万円,,https://www.shinkin-vc.co.jp/,,
2024-06-01,株式会社スリーエスＡ＆Ｃ,その他専門コンサルティング,1,■会計税務コンサルティング■自動車整備関連事業└国産新車の納品前ボディコーティング、オプションパーツ取り付けなど■クリーンメンテナンス事業■太陽光プロジェクト事業,千葉県千葉市美浜区中瀬2-6-1ワールドビジネスガーデンマリブウエスト24階,1980,195,"3,000万円",34.0,https://3sac.jp/,,代表 前原 大志
2024-07-01,株式会社エッチ・ディー・ラボ,その他専門コンサルティング,3,■事業内容：回路設計の総合コンサルティング（通信、画像処理に関するHDL設計、LSI・FPGA設計およびコンサルティング、IP開発、LSI・FPGA設計トレーニング）,神奈川県横浜市港北区新横浜3-17-6イノテックビル10F,1996,30,37百万円,38.0,https://hdlab.com/,,
2024-06-01,株式会社セイブ,その他専門コンサルティング,1,■事業内容： 電気工事業・電気通信工事業・消防設備工事業・管工事業,神奈川県横浜市神奈川区栄町8-1ヨコハマポートサイドビル201,1963,53,90百万円,40.0,https://seibu-japan.com/,,
2024-07-01,株式会社カギテック,その他専門コンサルティング,3,～地元三重県で創業約50年／官公庁との安定した取引実績～■事業内容： 道路、橋梁、河川・砂防、上下水道などの公共工事に係る測量・調査・計画・設計を行う総合建設コンサルタント■特徴:創業約50年の松阪地元企業です。三重県内で数多くの道路・河川・上下水道等の「まちづくり」に携わり、安心・安全・豊かな社会作りを担っています。三重県内の官公庁から信頼される地元企業として、安定した受注を継続することで健全な経営基盤を確保しています。,三重県松阪市田村町341-1,1974,45,30百万円,50.0,https://kagitec.jp/,,
2024-06-01,株式会社滋賀測量設計事務所,その他専門コンサルティング,7,国土交通省の登録を受けて事業を営む会社です。昭和37年（1962年）から主に滋賀県内での公共事業の実績があります。国・県・市が実施する社会資本整備の中で、道路・河川砂防・下水道などで当社の技術を発揮しています。少人数の企業ですが、公私ともに互いの状況を考慮して働きやすい環境です。「人は財産」をモットーとしています。事業内容は、測量 建設コンサルタント、土質、地質調査、補償コンサルタントで、売上の約9割は公共事業によるものです。,滋賀県甲賀市甲賀町相模490-1,1962,26,15百万円,52.0,https://www.shigasoku.co.jp/,,
2024-08-01,ウェルリンク株式会社,組織人事コンサルティング,1,■メンタルヘルス対策支援事業・「総合ストレスチェックSelf」を中心とした健康情報の提供・カウンセリングおよび健康相談・人事労務に関するコンサルティング・各種研修 （ラインケア、セルフケア、ハラスメント対策など）・医療機関および相談機関の案内■個人向けセルフケア支援事業・心の健康づくりを促進する通信教育・電話やメールによる相談、電話コーチングなど■健康関連コンテンツ事業,【本社】〒153-0053東京都目黒区五本木1丁目33-13【関西営業所】〒530-0002大阪府大阪市北区曽根崎新地2-6-24 MF桜橋2ビル10F,2000,318,1億円,,https://welllink.co.jp/,,代表取締役 宮下 研一
2024-08-01,株式会社エムエム総研,マーケティング・リサーチ,9,■事業内容：・BtoBマーケティング支援事業・人材派遣事業、有料職業紹介事業,東京都新宿区新宿6-27-56新宿スクエア5F,1989,156,100百万円,34.0,http://www.mmsouken.co.jp/,,
2024-06-01,株式会社日本工業試験所,その他専門コンサルティング,1,■事業内容： 民間や公共公益事業の電力、石油、ガス、化学、鉄構、船舶、機械、土木、建設、宇宙、海洋などに用いる素材、製品、設備、構造物に関する計測試験、非破壊試験、材料試験およびコンサルタント業務などを一括又は共同受託方式にて行い、研究・開発・計画から実験・試験・データ作成・解析・診断までを行っています。以下の事業をメインに行っています。●検査・計測機器の開発●計測試験●非破壊試験●材料試験●橋梁点検・調査,大阪府大阪市福島区鷺洲2-12-17,1965,74,30百万円,,http://www.jit-osaka.co.jp/index.html,,
2024-07-01,株式会社日本リテイリングセンター,経営・戦略コンサルティング,4,■当社についてペガサスクラブの運営組織でありチェーンストア経営を指導する日本で唯一のコンサルティング機関です。■事業内容について■チェーンストア研究団体『ペガサスクラブ』の運営■同団体の加盟企業に対する経営コンサルティング■教材および関連書籍・資料の作成、出版、販売,東京都港区南青山1-15-3 ペガサスビル,1977,,"4,000万円",,http://www.pegasusclub.co.jp/,,代表取締役 渥美 田鶴子
2024-08-01,日本エヌ・ユー・エス株式会社,その他専門コンサルティング,28,■事業内容：環境、エネルギー、システムに関するコンサルティングおよびエンジニアリング・サービスならびに環境経済、エネルギー経済に関するコンサルティング事業,東京都新宿区西新宿7-5-25西新宿プライムスクエア5F,1971,204,50百万円,43.0,http://www.janus.co.jp/,,
2024-07-01,岩谷クリエイティブ株式会社,組織人事コンサルティング,1,■事業内容：東証プライム上場の岩谷産業を母体に持ち、岩谷産業株式会社に対して研修を企画・立案する受託会社（機能分担会社）として発足しました。総務人事機能の受託事業を中心にIwataniグループのマネジメントをサポートしています,大阪府大阪市中央区本町3-6-4,1987,90,30百万円,,https://www.iccorp.co.jp/,,
2024-07-01,株式会社マインドシェア,マーケティング・リサーチ,4,マインドシェアは創業30年を超える〈マーケティングファーム〉です。以下の4つの事業を行っています。【商業マーケティング事業】【地域マーケティング事業】【ママ・マーケティング事業】【ハンズオンマーケティング事業】,東京都港区芝5-29-14,1989,50,100百万円,,http://www.mindshare.co.jp/,,
2024-07-01,弁理士法人　谷・阿部特許事務所,特許事務所・弁理士事務所,1,■事業内容：（1）特許（実用新案登録）出願（2）意匠登録出願（3）商標（サービスマーク）登録出願（4）外国関連出願（内外出願及び外内出願）（5）特許庁への対応（6）鑑定・訴訟（7）調査（8）異議、無効審判、訂正審判、取消審判事件（9）仲裁・ライセンシング（10）特許戦略相談（11）社外知財部（12）その他,東京都港区赤坂2-6-20,1977,112,,,http://www.taniabe.co.jp/,,
2024-08-01,デロイト トーマツ コンサルティング合同会社,経営・戦略コンサルティング,25,"■企業概要同社は国際的なビジネスプロフェッショナルのネットワークであるデロイトのメンバーで、日本ではデロイトトーマツグループに属しています。同社はデロイトの一員として日本のコンサルティングサービスを担い、提言と戦略立案から実行まで一貫して支援するファームです。クライアントの持続的で確実な成長を支援するコンサルティングサービスはもちろん、社会課題の解決と新産業創造でクライアントと社会全体を支援しています。4,000名規模のコンサルタントがデロイトの各国現地事務所と連携し、世界中のリージョン・エリアに最適なサービスを提供できる体制を有しています。",東京都千代田区丸の内3-2-3丸の内二重橋ビルディング,1993,5324,500百万円,,https://www2.deloitte.com/jp/ja/services/consulting.html?icid=top_consulting,,
2024-07-01,株式会社環境技術研究所,その他専門コンサルティング,6,■事業概要：同社は創業以来、一貫して「人間と自然の調和」を基調にし、「環境総合コンサルタント」というコンセプトのもと、環境に関する業務を通して環境施設の企画／計画と、それに関わる調査や施工監理までを手掛けています。・環境総合コンサルタント（企画、計画、調査、設計、監理）…生活環境（廃棄物処理施設及び火葬場）、都市整備（都市計画、環境計画、地域計画、一般土木建築）、各種調査解析（生活環境影響調査、環境測定分析、測量、地質）・環境機器の設計／販売・各種申請業務…産業廃棄物処理施設許認可,大阪府大阪市西区阿波座1-3-15JEI西本町ビル8F,1972,,40百万円,,http://www.kangiken.com/,,
2024-08-01,株式会社エポカマーケティング,マーケティング・リサーチ,2,■事業内容：株式会社エポカマーケティングは、ヘルスケア・マーケットにおいて、1994年の会社創設以来より市場調査を行っています。■詳細：同社は、これまで各種アドホック調査を中心に、下記の分野におけるヘルスケア全般の市場調査を手がけてきました、市場調査はもとより、ヘルスケア周辺のトピックの調査も行っています。以下のリストは、定性・定量・WEB調査すべてにおいて、同社が特に強い分野、多年にわたって経験を積み重ねてきた領域です。,大阪府大阪市西区江戸堀1-25-13KS大阪江戸堀ビル5F,1994,24,20百万円,44.0,http://www.epoca.co.jp/,,
2024-08-01,PwCコンサルティング合同会社,経営・戦略コンサルティング,99+,■事業内容：PwCのグローバルネットワークを活用し、顧客の属する業界や最新動向に精通したコンサルタントが、事業戦略の立案、財務・会計・オペレーション・ 人と組織の変革、情報システムの導入など幅広く対応し、経営戦略の策定から実行まで顧客企業にとって最適なソリューションを総合的に提供します。,東京都千代田区大手町1-2-1Otemachi One タワー,1983,4500,,,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社日本ヴェルテック,その他専門コンサルティング,2,■不動産販売事業■不動産流通事業■不動産賃貸管理業■その他不動産に関するコンサルティング等,大阪府大阪市北区豊崎3-19-3ピアスタワー14F,1996,45,"9,000万円",27.0,https://vertex-j.com/,,代表取締役 平戸 隆利
2024-07-01,三立処理工業株式会社,その他専門コンサルティング,1,■産業廃棄物のトータルコンサルティング（分析・収集・運搬・処理） ■施設清掃業■建設業 など主要取引先（敬称略）：日本航空株式会社、アステラス製薬株式会社、タマ化学工業株式会社、株式会社長谷工コーポレーション、東芝環境ソリューション株式会社、J&T環境株式会社、三友プラントサービス株式会社 など,神奈川県川崎市川崎区浅田4-16-7,1967,30,3000万円,,https://www.sanritsu-jp.com/,,代表取締役 青木 卓
2024-07-01,株式会社NIコンサルティング,経営・戦略コンサルティング,7,■事業内容生身の経営コンサルタントとデジタルの経営支援システムを融合させた「コンサルティングの新しいカタチ」で、日本企業の99.7％を占める中堅・中小企業の生産性向上・業績UPの支援に取り組んでいます。多くの企業に共通して有効な経営改善ノウハウをソフトウェアに凝縮した経営支援システム「コンサルティング・パッケージ」を自社開発。これにより、クライアントは自律的に課題解決策を実行できるため、コンサルタントの常駐や頻繁な定期訪問を不要とし、必要な時にだけクライアントに赴く体制を整えています（IoT方式）。,東京都港区港南2-16-1品川イーストワンタワー19F,1991,70,210百万円,37.0,https://www.ni-consul.co.jp,,
2024-06-01,フィルターバンク株式会社,マーケティング・リサーチ,1,- 採用フィルター 面接では知り得ない多面的な情報を集め、ビジネスパーソンとしての「誠実さ」をみつける採用支援サービス。- 企業信用調査商取引の不安要素となる情報を集め、企業の「誠実さ」を見極めるリスクマネジメントサービス- 反社チェック 社会的信用の低下になりうる情報を集め、反社会的な属性であるかを見極めるコンプライアンスチェックサービス,■本社〒540-0012 大阪府大阪市中央区谷町2丁目3-12 マルイト谷町ビル9F■支社〒104-0028 東京都中央区八重洲2丁目1-1 YANMAR TOKYO 12F,1994,,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010493344/: 'NoneType' object has no attribute 'get',,代表取締役 大宗 順
