更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,株式会社セントラルサービス,人材派遣,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■派遣事業：製造業に特化した人材派遣、人材紹介事業■請負事業：請負先の構内を中心とした業務請負事業■行政受託事業：自治体を中心とした業務受託事業■保育園事業：企業主導型保育園事業■コールセンター事業：コールセンターの業務請負事業許可番号一般労働者派遣事業 派10-010014有料職業紹介 10-ユ-010012 2023年1月doda掲載求人より引用,群馬県前橋市古市町210-3,1989,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大本 寛,
2024-08-01,キヤリアバンク株式会社,人材紹介・職業紹介,求人なし,,北海道札幌市中央区北五条西5-7ｓａｐｐｏｒｏ55－5Ｆ,1987,,,256 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 佐藤 良雄,地方上場
2024-08-01,株式会社ジーシーシースタッフ,人材派遣,求人なし,,群馬県高崎市旭町34-5旭町ビル 502,2000,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石田 利寛,
2024-08-01,キャリアフィットグループ株式会社,人材派遣,求人なし,,北海道札幌市中央区南一条東2-3-2マツヒロビル 2Ｆ,1985,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村上 真也,
2024-08-01,マイティプロパー株式会社,人材派遣,求人なし,,福岡県北九州市小倉北区室町2-4-11,1960,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塩塚 千穂,
2024-08-01,株式会社イーストアジア・コーポレーション,人材派遣,無,1)製造事業 （許可番号：派 30-010024）2)スポーツ施設事業部3)ダスキン事業部4)和の郷事業部 2024年2月doda掲載求人より引用,和歌山県和歌山市神前190-1,1999,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江川 孝,
2024-08-01,株式会社ハートピア,人材派遣,求人なし,,福岡県北九州市小倉北区高浜2-1-54高浜ビル 2Ｆ,1971,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐久間 庸和,
2024-08-01,トータルテック株式会社,人材派遣,求人なし,,福岡県北九州市小倉北区東篠崎1-5-14,1996,,,25 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鍋島 律子,
2024-08-01,有限会社アリガ・コーポレーション,人材派遣,求人なし,,群馬県高崎市八千代町4-13-14,1990,,,71 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮川 秀彦,
2024-08-01,株式会社マーベリック,人材派遣,求人なし,,北海道札幌市中央区南四条西1-15-2栗林ビル 401,1998,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 佐藤 嘉久,
2024-08-01,株式会社アスカ,人材派遣,求人なし,,群馬県高崎市八島町265イノウエビル 5Ｆ,1994,,,39 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 柘植 航,
2024-08-01,株式会社創伸,アウトソーシング,求人なし,,福岡県北九州市小倉北区三郎丸1-5-12白石ビル 1Ｆ,1992,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 濱田 祥子,
2024-08-01,株式会社ビーワンコーポレーション,人材派遣,求人なし,,群馬県高崎市岩押町18-3,1996,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大森 幹司,
2024-08-01,株式会社札総,人材派遣,求人なし,,北海道札幌市中央区北四条西16-1テルウェル札幌ビル 6Ｆ,1979,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 箱田 浩幸,
2024-08-01,株式会社ビルカウンシル,人材派遣,求人なし,,北海道札幌市中央区北二条西2-15ＳＴＶ北2条ビル 7Ｆ,2000,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石田 郁芳,
2024-08-01,ヒューマンブリッジ株式会社,人材派遣,求人なし,,福岡県北九州市小倉北区浅野2-14-1小倉興産ＫＭＭビル 5Ｆ,1997,,,74 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨田 智誠,
2024-08-01,株式会社ビジネスブレーン,人材紹介・職業紹介,求人なし,,長野県松本市城西2-5-12城西ビジネスビル 1Ｆ,1972,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中野 尚子,
2024-08-01,株式会社求人ジャーナル,求人サイト・求人メディア,無,●求人チラシ求人ジャーナルフリーペーパー求人ジャーナル●Webサービスアルバイト・パート・派遣・就職・転職の求人情報サイト●人材派遣・人材紹介事業人材派遣／厚生労働大臣許可 派 10-020016人材紹介／厚生労働大臣許可 10-ユ-020031●紹介事業企業の義務である産業医選任のサポート・転職支援サービス●Webシステム企画・開発事業●広告代理店業 2024年4月doda掲載求人より引用,群馬県高崎市上大類町1033,2001,,,25 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 箱田 好男,
2024-08-01,株式会社エンドウハウゼ,アウトソーシング,求人なし,,群馬県前橋市南町2-43-2ＳＫ21ビルＡ棟 5Ｆ,2008,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 重明,
2024-08-01,株式会社マイクロフィッシュ,アウトソーシング,無,,北海道札幌市北区北十八条西6-3-10,1971,,,27 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮川 滋人,
2024-08-01,株式会社オフィス・アドバン,アウトソーシング,求人なし,,群馬県桐生市広沢町1-2789,2000,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 武 信幸,
2024-08-01,株式会社ミツバアビリティ,人材派遣,求人なし,,群馬県桐生市巴町2-1890-18,1997,,,150 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙橋 弘敏,
2024-08-01,株式会社ダイナリィ,人材派遣,求人なし,,福岡県北九州市小倉北区米町1-2-22小倉ＮＳビル 8Ｆ,2000,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 太一,
2024-08-01,株式会社ネイヴルソリューションスタッフ,人材派遣,求人なし,,北海道札幌市白石区北郷二条4-5-8,1999,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡崎 文紀,
2024-08-01,アイ・ビー・エス株式会社,人材派遣,求人なし,,群馬県太田市西本町51-9,1995,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村上 洋一,
2024-08-01,株式会社アルール,人材派遣,求人なし,,北海道札幌市北区北九条西4-7-4エルムビル 9Ｆ,1984,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 浜本 悦子,
2024-08-01,有限会社サイショウ,人材派遣,求人なし,,群馬県太田市飯田町1341,1993,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 裕志,
2024-08-01,株式会社エヌ・エル・エヌ,コールセンター,無,,鳥取県鳥取市新品治町1-2中国電力鳥取支社ビル 1Ｆ,1995,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西根 伸吾,
2024-08-01,有限会社中央企画,求人サイト・求人メディア,求人なし,,鳥取県鳥取市徳吉268-1,1991,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 武部 正一,
2024-08-01,株式会社トーワ,アウトソーシング,求人なし,,長野県駒ヶ根市赤穂7820-8,1988,,,36 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荒井 典子,
2024-08-01,流通株式会社,人材紹介・職業紹介,求人なし,,鳥取県倉吉市巌城997-3,1955,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江原 剛,
2024-08-01,株式会社データプラス,アウトソーシング,求人なし,,佐賀県鳥栖市藤木町1-48,1973,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮川 政浩,
2024-08-01,株式会社コラボ・ジャパン,人材派遣,求人なし,,福岡県福岡市中央区大名1-9-33ソロン赤坂ビル 4Ｆ,1987,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鬼塚 雅史,
2024-08-01,株式会社稲荷山,人材派遣,求人なし,,群馬県高崎市八島町39後藤ビル 4Ｆ,1971,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 笠原 貴行,
2024-08-01,サンエイシステム株式会社,人材派遣,無,,福岡県福岡市博多区博多駅前3-23-12博多光和ビル 9Ｆ,1995,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 英弘,
2024-08-01,株式会社アネックス,人材派遣,無,,北海道札幌市白石区本郷通7-北6-20第1加治屋ビル 3Ｆ 303,2001,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐竹 英昭,
2024-08-01,株式会社ＡＣＲ,人材紹介・職業紹介,求人なし,,福岡県福岡市中央区渡辺通4-10-10紙与天神ビル 2Ｆ,1967,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 太一,
2024-08-01,求人ふくおか株式会社,求人サイト・求人メディア,求人なし,,福岡県福岡市中央区薬院2-13-33ＶＩＰ薬院 1Ｆ,1994,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 貞池 龍彦,
2024-08-01,有限会社福岡マネキン紹介所,アウトソーシング,求人なし,,福岡県福岡市中央区大名1-12-36ニューアイランド大名マンション 205,1979,,,12 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前谷 雅司,
2024-08-01,株式会社ヒューマンライフ,コールセンター,求人なし,,福岡県福岡市博多区博多駅東2-17-5アークビル 6Ｆ,1994,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 英敬,
2024-08-01,株式会社九州積算,技術系アウトソーシング（特定技術者派遣）,求人なし,,福岡県福岡市南区若久1-2-31九積ビル,1989,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永石 宏,
2024-08-01,富世ホールディングス株式会社,人材派遣,無,■労働者派遣事業■有料職業紹介事業■ICT事業■保育事業■保育コンサル事業■治験募集支援■物品販売事業■自社寮管理■子会社の経営管理■グループ統括事業■Ｗeb制作事業《富世ホールディングス各社》◆株式会社 富世◆株式会社 TOMIYO JOB◆株式会社 プラス◆一般社団法人 保育支援協会 2023年10月doda掲載求人より引用,福岡県福岡市博多区博多駅東1-16-6,2001,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 綾部 光希,
2024-08-01,株式会社スペックス,人材派遣,求人なし,,埼玉県さいたま市見沼区東大宮4-12-1千代本興業第五ビル 5Ｆ,1996,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨澤 栄二,
2024-08-01,ぐりんらいふ株式会社,アウトソーシング,求人なし,,岡山県岡山市北区田中626-2,1988,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 向井 岳信,
2024-08-01,株式会社アクティ,技術系アウトソーシング（特定技術者派遣）,求人なし,,岐阜県岐阜市都通4-11-1アシストＨＤビル 6Ｆ,1988,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 洋子,
2024-08-01,株式会社キャリアバンク,人材派遣,無,,福岡県福岡市中央区桜坂3-4-28ハイムニュー桜坂2Ｆ,1998,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀田 幸彦,
2024-08-01,株式会社トウメイエンジニアリング,人材派遣,求人なし,,岐阜県岐阜市黒野79-3,1980,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 東明 格,
2024-08-01,株式会社オーディーエル,人材派遣,求人なし,,岡山県岡山市北区表町2-2-33表町水川ビルＩＩ 3Ｆ,1996,,,21 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀江 龍一,
2024-08-01,株式会社エムアンドエム,人材紹介・職業紹介,求人なし,,福岡県大牟田市大字倉永376-1,1992,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 礼緒,
2024-08-01,株式会社エヌビーシー,アウトソーシング,求人なし,,埼玉県戸田市笹目北町10-11,1996,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 牧谷 眞一,
2024-08-01,東商テクノ株式会社,人材派遣,求人なし,,岐阜県岐阜市長住町1-6ヒノヨシビル,1989,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 林 則之,
2024-08-01,株式会社マックスシステム,人材派遣,求人なし,,埼玉県さいたま市南区文蔵1-7-20,1996,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前沢 秀哉,
2024-08-01,株式会社バンケットサプライ,人材紹介・職業紹介,求人なし,,岡山県岡山市北区大供表町2-3,1984,,,19 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塩見 泰利,
2024-08-01,株式会社クリエート,研修サービス,求人なし,,岡山県岡山市北区青江1-7-33（株）青江土地倉庫本社ビル 301,1987,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 時岡 徹,
2024-08-01,株式会社サンエイ,技術系アウトソーシング（特定技術者派遣）,無,■一般建築部門（一般建築・システム建築の販売・設計・施工）■プレハブ部門（プレハブ建築の販売・設計・施工）■レンタル部門（ユニットハウス・プレハブ・トイレ・備品類レンタル）■建材販売部門（ユニットハウス・物置・トイレ・その他建築資材販売） 2024年5月doda掲載求人より引用,埼玉県さいたま市南区白幡5-16-8,1977,,,120 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 設楽 聡,
2024-08-01,有限会社グリーン企画,人材派遣,求人なし,,岐阜県大垣市笠木町217-1,1990,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 政幸,
2024-08-01,株式会社ワールド,人材派遣,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 「溶接」「製造派遣・技能工派遣など」「設計」「IT」の４つの領域で事業を展開しています。◆一般労働者派遣事業（派 21-300027)◆有料職業紹介事業 （21-ユ-300032) 2021年12月doda掲載求人より引用,岐阜県岐阜市橋本町2-8濃飛ニッセイビル 6Ｆ,1991,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 貴士,
2024-08-01,株式会社ビリーフ,人材派遣,求人なし,,埼玉県川越市仲町10-3仲町ビル,2001,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 太田 正,
2024-08-01,株式会社ＫＧ情報,求人サイト・求人メディア,無,調査・情報サービス、有料職業紹介事業＜求人関連情報＞求人情報の提供、有料職業紹介、派遣＜ライフ関連情報＞住宅関連情報、釣り情報、生活関連情報等の提供＜その他＞フリーペーパー共同配送、他社印刷物の印刷、Webサイトの構築・運営など【許可番号】キャリアサポートセンター＜労働者派遣事業＞派33-300443＜有料職業紹介事業＞33-ユ-300208＜登録支援機関＞19登-003132 2024年1月doda掲載求人より引用,岡山県岡山市北区平田170-108,1950,,,"1,010 百万円",Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 益田 武美,スタンダード
2024-08-01,株式会社クローバーサポート,人材派遣,求人なし,,福岡県久留米市天神町8リベール 3Ｆ,1998,,,18 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊福 悟,
2024-08-01,毎日セントラル設備工業株式会社,技術系アウトソーシング（特定技術者派遣）,求人なし,,岡山県倉敷市林557-3,1968,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 逵 由美,
2024-08-01,株式会社アスクゲート,人材派遣,求人なし,,北海道札幌市白石区菊水上町三条2-52-255,2000,,,49 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 斉藤 三寛,
2024-08-01,株式会社パートナー,技術系アウトソーシング（特定技術者派遣）,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【仕組みの最適化／エンジニアサービスの新しい形を創造】■制御システム開発■モデルベース受託開発・コンサルティング ■CAD/CAE設計製図・技術サポートサービス■各種装置（回路基板～樹脂筐体・機構部品）及び検査冶具の設計・製作サービス■システム検証サービス（IT関連製品のシステム検証）■エンジニア派遣サービス 2021年9月doda掲載求人より引用,埼玉県川口市上青木3-12-63公開ライブラリー棟 3Ｆ,1994,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 矢幡 善郎,
2024-08-01,川幸工業株式会社,アウトソーシング,求人なし,,岡山県玉野市田井1-3-20,1967,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山下 晶,
2024-08-01,株式会社ジービーシー,人材派遣,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 人材派遣、職業紹介、企業内教育、製造請負1） 労働者派遣事業・主に製造スタッフの派遣2） 有料職業紹介事業3） 教育事業（企業戦士の育成）・職層別教育、機能別教育・新入社員研修4） 製造請負事業・ものづくりに精通した管理監督者によるTPS（トヨタ生産方式）手法での製造請負 2023年7月doda掲載求人より引用,岐阜県各務原市鵜沼朝日町4-111-1,1970,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 赤地 政明,
2024-08-01,株式会社トライフィット,人材派遣,求人なし,,岐阜県各務原市蘇原吉野町3-133-6,2001,,,42 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 好唯,
2024-08-01,株式会社東陽ワーク,人材派遣,求人なし,,岐阜県可児市下恵土1081-1,1989,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 竹本 秀也,
2024-08-01,西川産業株式会社,アウトソーシング,求人なし,,岐阜県可児市土田4541,1990,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西川 真樹,
2024-08-01,株式会社ジアス,人材派遣,無,,岐阜県瑞穂市穂積1814-1,1990,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 廣重,
2024-08-01,株式会社サンワーク,人材派遣,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■業務請負事業■人材派遣事業■職業紹介事業○労働者派遣業(派)21-300150○有料職業紹介 21-ユ-300169 2023年4月doda掲載求人より引用,岐阜県不破郡垂井町表佐681,1991,,,12 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三木 寛之,
2024-08-01,株式会社トータルクリエイション,人材派遣,求人なし,,福岡県糟屋郡粕屋町花ヶ浦1-7-1,1998,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨好 友輝,
2024-08-01,株式会社就職情報センター,人材紹介・職業紹介,求人なし,,静岡県静岡市駿河区中野新田57-43,1984,,,44 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 秋山 和則,
2024-08-01,株式会社マルコビジネスサポート,人材紹介・職業紹介,求人なし,,静岡県静岡市葵区栄町2-5,1999,,,25 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金原 達,
2024-08-01,株式会社ナショナルサービスコーポレーション,人材派遣,求人なし,,静岡県静岡市駿河区小黒3-1-1,1992,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長谷川 直人,
2024-08-01,有限会社ビーアイ通商,人材派遣,求人なし,,静岡県浜松市中央区鴨江2-5-15,1977,,,27 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青島 宏至,
2024-08-01,株式会社浜仁,人材派遣,求人なし,,静岡県浜松市中央区木戸町14-1,1990,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市川 真吾,
2024-08-01,ティービーエス株式会社,人材派遣,求人なし,,静岡県浜松市中央区頭陀寺町331-13,1988,,,80 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡部 浩,
2024-08-01,株式会社白木機械設計,人材派遣,求人なし,,静岡県浜松市中央区高丘西3-58-25,1975,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 白木 要,
2024-08-01,アズコーポレーション株式会社,人材紹介・職業紹介,無,,広島県広島市中区本川町2-1-12和光パレス21－3Ｆ,2001,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西田 章,
2024-08-01,グランドアート株式会社,アウトソーシング,求人なし,,静岡県浜松市中央区飯田町693,1992,,,72 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 粂田 真史,
2024-08-01,株式会社ＮＢＣオフィススタッフ,人材派遣,求人なし,,長崎県長崎市尾上町5-6,1983,,,62 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田 謹三郎,
2024-08-01,株式会社エスティーエス,人材派遣,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ・一般労働者派遣・スキー場などリゾート施設の業務管理及び運営・駐在スタッフ派遣・海外用携帯電話レンタル事業・全国観光地紹介ビデオ作製・販売・各種研修事業（旅行添乗員養成・パソコン教室等）・ワーキングホリデーサポート事業労働者派遣事業許可番号：派34-010011有料職業紹介事業許可番号：13-ユ-301333 2022年7月doda掲載求人より引用,広島県広島市中区猫屋町3-9ＳＴＳ本社ビル,1979,,,60 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤渕 平和,
2024-08-01,株式会社プレコ,人材紹介・職業紹介,求人なし,,広島県広島市中区宝町4-28大興ビル 6Ｆ,1997,,,12 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 濵本義則,
2024-08-01,株式会社ヒューマンズ２１,人材紹介・職業紹介,求人なし,,広島県広島市中区八丁堀6-10アセンド八丁堀 7Ｆ,1993,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江夏 裕盛,
2024-08-01,株式会社アシスト,人材派遣,求人なし,,広島県広島市中区大手町3-13-18松村ビル 2Ｆ,1994,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 陽亮,
2024-08-01,株式会社共栄経営センター,人材紹介・職業紹介,求人なし,,広島県広島市中区銀山町1-11,1976,,,12 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 香川 翠（河野 翠）,
2024-08-01,株式会社セレクト,アウトソーシング,求人なし,,広島県広島市中区八丁堀6-10アセンド八丁堀 8Ｆ,1987,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江夏 裕盛,
2024-08-01,株式会社東興,人材派遣,求人なし,,静岡県沼津市下香貫島郷2977-1,1981,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山内 倭子,
2024-08-01,株式会社三幸コーポレーション,人材派遣,無,,静岡県沼津市柳町1-50ＳＡＮＫＯビル,1974,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 哲一,
2024-08-01,東和テック株式会社,人材紹介・職業紹介,求人なし,,静岡県沼津市添地町189東和ビル 4Ｆ,1994,,,43 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 知季,
2024-08-01,株式会社アイ・クリエイティブ,研修サービス,求人なし,,静岡県沼津市新宿町3-15萩原ビル,1997,,,24 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 勝博,
2024-08-01,中吉エンジニアリング株式会社,アウトソーシング,求人なし,,広島県広島市西区西観音町9-4,1941,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中吉一平,
2024-08-01,株式会社サンチューエンジニアリング,技術系アウトソーシング（特定技術者派遣）,求人なし,,広島県広島市西区観音本町1-22-11,1980,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山下 忠浩,
2024-08-01,株式会社ビブレーン,求人サイト・求人メディア,求人なし,,広島県広島市中区本通8-15,1982,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 五十嵐 正俊,
2024-08-01,株式会社トリート,人材派遣,求人なし,,静岡県富士市松岡1373-3,1995,,,34 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 島津 義隆,
2024-08-01,株式会社富士コーポレーション,人材派遣,求人なし,,静岡県富士市日乃出町75-2日乃出ビル 1Ｆ,1991,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 貴大,
2024-08-01,システムアロー株式会社,技術系アウトソーシング（特定技術者派遣）,求人なし,,北海道札幌市北区北七条西4-1-1,1996,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小玉 雪乎,
